asset_id;original_carbon_footprint;refurb_carbon_cost;avoided_new_manufacturing_emissions;materials_recovered_kg;landfill_diversion_kg;circular_economy_value
AST000619;311.8;40.2;239.4;3.61;2.25;222.72
AST000620;139.5;18;105.9;0.55;0.45;194.08
AST000621;271.6;29.5;49;4.8;6.8;0
AST000622;248.6;15.2;199.1;10.03;7.2;293.65
AST000623;284.4;20.4;216.4;3.21;2.25;280.83
AST000624;320.9;25.6;76.8;1.5;2.12;0
AST000627;190.3;25.5;159.5;7.22;4.5;113.37
AST000628;238.1;34.7;181.5;12.02;7.2;625.58
AST000629;242.1;28;199.9;13.44;7.2;72.63
AST000631;262.4;19.4;210.1;11.83;7.2;256.33
AST000632;305.8;41.5;259.1;3.06;2.25;321.68
AST000633;251.3;28.6;208.8;12.98;7.2;182.96
AST000634;1092.9;79.2;825.1;23.87;13.5;746.42
AST000635;306;16.3;50.6;1.5;2.12;0
AST000637;267.7;38.3;53.4;4.8;6.8;0
AST000638;286.4;32.7;45.7;1.5;2.12;0
AST000639;192.9;20.8;161;7.21;4.5;78.67
AST000640;259.8;32;205.2;10.23;7.2;187.97
AST000641;303.9;45.1;254.4;3.63;2.25;574.67
AST000642;231.2;33.9;174.3;12.36;7.2;355.54
AST000643;301.7;39.3;234.6;3.78;2.25;315.76
AST000645;250.1;25;198.6;11.48;7.2;75.03
AST000646;272.5;17.3;65.8;1.5;2.12;0
AST000647;284.2;38.2;54.6;1.5;2.12;0
AST000648;234.7;30.1;39.1;4.8;6.8;0
AST000651;245.2;36.1;186;13.08;7.2;229.52
AST000652;76.6;10;64.5;0.26;0.18;188.06
AST000653;252.4;15.3;49.7;4.8;6.8;0
AST000654;300.9;26.9;226.3;3.41;2.25;273.24
AST000656;1229.6;65.6;279.2;9;12.75;0
AST000657;279.3;36.5;42.7;1.5;2.12;0
AST000658;298.1;39.8;247.3;3.51;2.25;511.69
AST000659;270.5;16.2;60;1.5;2.12;0
AST000660;293.3;37.1;247.8;3.61;2.25;439.74
AST000661;197.1;18;166.3;7.36;4.5;201.59
AST000662;264.9;15;199.3;11.48;7.2;337.97
AST000663;1137.4;161.2;899.5;22.21;13.5;954.29
AST000664;262.8;17.2;213.3;10.79;7.2;368.64
AST000665;277.1;41.4;229.3;3.09;2.25;374.3
AST000667;240.5;22.1;191.5;11.37;7.2;302.06
AST000670;303.5;26.7;253.6;3.6;2.25;836.52
AST000671;280.5;31.8;213.4;3.38;2.25;326.96
AST000672;241.6;15.3;184.9;12.54;7.2;72.48
AST000674;1089.4;133.1;921.8;25.87;13.5;1830.91
AST000675;270.6;33.5;207.6;3.7;2.25;327.66
AST000676;1202.3;123.1;210.3;9;12.75;0
AST000677;143.4;20.6;108.8;0.6;0.45;199.42
AST000678;165;20.9;29.2;0.3;0.42;0
AST000679;275.2;32.8;213.3;3.38;2.25;176.78
AST000680;317.7;35.7;254.8;3.26;2.25;334.11
AST000681;237.9;22.1;201.9;11.79;7.2;225.42
AST000682;236.8;25.3;179.7;11.88;7.2;504.5
AST000683;183.6;9.8;43.6;3;4.25;0
AST000684;1163.3;166.8;947.8;23.02;13.5;2287.49
AST000685;234.4;29.2;51.3;4.8;6.8;0
AST000686;1186.9;68.8;983.5;21.2;13.5;356.07
AST000687;146.2;17;30.2;0.3;0.42;0
AST000689;236.5;28.5;51.1;4.8;6.8;0
AST000690;312.7;37.6;243.8;3.62;2.25;500.54
AST000692;1316.8;189.8;993.9;24.31;13.5;1634.32
AST000693;327.2;32;275.4;3.64;2.25;376.28
AST000694;275.4;19.7;218.2;3.65;2.25;508.84
AST000695;1314.3;171.8;1027.8;23.12;13.5;1698.94
AST000697;260.1;20.5;198.3;12.84;7.2;165.03
AST000698;278.2;31.8;223.1;3.52;2.25;374.15
AST000702;1288.2;124.4;993.8;23.31;13.5;386.46
AST000703;1199.9;154.9;233.7;9;12.75;0
AST000704;1099.5;77.3;898.6;23.8;13.5;1466.75
AST000705;251.2;13.2;210.2;12.27;7.2;138.93
AST000706;1230.3;122.3;270.5;9;12.75;0
AST000707;297.2;24.1;228.8;3.53;2.25;291.14
AST000709;275.5;39.6;227.7;3.65;2.25;196.66
AST000711;248.2;35.6;191.4;10.72;7.2;401.51
AST000712;1313.4;156.5;1103;25.25;13.5;1014.08
AST000713;290.6;25.7;227.6;3.56;2.25;87.18
AST000714;1187.8;71.8;980.8;24.98;13.5;1149.42
AST000716;263;37.9;39.7;4.8;6.8;0
AST000717;313.6;42.5;240.9;3.59;2.25;337.54
AST000718;180.7;16.2;136.6;7.39;4.5;54.21
AST000719;320.3;47.5;265.4;3.4;2.25;226.37
AST000720;1111.2;138.1;902.2;23.53;13.5;1691.28
AST000721;1157.4;159.2;226;9;12.75;0
AST000722;1284.2;157.7;224.9;9;12.75;0
AST000723;307.3;23.3;241.7;3.25;2.25;384.01
AST000724;324.7;20.8;243.9;3.57;2.25;488.03
AST000727;311;41.5;233.4;3.56;2.25;422.74
AST000728;304.5;19.8;253.8;3.31;2.25;173.64
AST000729;233.3;31.9;38.3;4.8;6.8;0
AST000731;329.5;48.9;247.8;3.19;2.25;270.92
AST000732;277.9;20.8;235.9;3.36;2.25;83.37
AST000733;197.5;21.4;154.6;7.52;4.5;155.5
AST000735;226.4;28.5;181.8;11.97;7.2;233.12
AST000736;328.8;26.6;267.1;4.07;2.25;418.98
AST000737;188.5;19.7;144.9;6.12;4.5;188.01
AST000739;78.1;5.9;14;0.12;0.17;0
AST000740;324.4;20.1;266.3;3.43;2.25;686.87
AST000742;210.1;31.4;177.5;6.92;4.5;187.61
AST000743;264.8;20.4;40.1;4.8;6.8;0
AST000744;232.7;28.4;181;10.67;7.2;324.51
AST000745;269.1;33.6;48.3;4.8;6.8;0
AST000746;139.3;10.5;108.1;0.51;0.45;41.79
AST000747;296.6;38.6;251.5;3.57;2.25;332.56
AST000748;1185.6;140.4;283.5;9;12.75;0
AST000749;282.3;31.5;231.5;3.04;2.25;84.69
AST000750;239.5;16;186.8;11.84;7.2;281.21
AST000751;189.8;24.1;152;7.39;4.5;135.32
AST000752;162;20.4;122.1;0.59;0.45;181.57
AST000753;245.3;33.1;207.4;12.21;7.2;316.87
AST000754;155;17.1;123.2;0.57;0.45;46.5
AST000755;270.3;14.7;208.3;3.27;2.25;689.04
AST000756;244.5;25.2;192.4;11.88;7.2;73.35
AST000757;1248.6;85.8;254.5;9;12.75;0
AST000759;1107.8;163.7;912.7;24.24;13.5;1199.2
AST000760;216.3;17.2;173.9;6;4.5;91.37
AST000761;326.5;37.6;248.1;3.68;2.25;385.85
AST000762;271;17.3;221.5;3.77;2.25;584.86
AST000764;1196.5;177.1;217.9;9;12.75;0
AST000765;315.8;23.4;248.6;3.51;2.25;447
AST000766;250.1;16.7;194.6;11.84;7.2;210.24
AST000768;156.6;19.7;129.2;0.6;0.45;46.98
AST000769;315.8;30.6;266.8;3.7;2.25;388.98
AST000773;219.1;27.7;179.4;6.32;4.5;117.99
AST000774;1157.6;60.7;230.3;9;12.75;0
AST000775;249.9;28.3;197.5;11.35;7.2;202.18
AST000776;316.6;36.1;255.8;3.47;2.25;439.62
AST000777;281;30.3;220.1;3.48;2.25;432.35
AST000778;189.4;14.6;155.8;6.21;4.5;102.13
AST000779;312.1;16.5;234.2;3.5;2.25;93.63
AST000780;1106.4;154.6;892.2;21.15;13.5;1263.02
AST000781;282;28.6;228.9;3.43;2.25;500.89
AST000782;217.3;29.3;170.7;6.6;4.5;138.87
AST000783;229.8;20.8;173.3;11.69;7.2;273.23
AST000784;273;14.2;213.5;3.74;2.25;328.42
AST000785;313.8;19.1;70.2;1.5;2.12;0
AST000786;185.7;21.9;44.1;3;4.25;0
AST000787;313.4;39.4;264.7;3.31;2.25;402.3
AST000788;243;12.3;185.3;11.91;7.2;219.47
AST000789;320.5;26.6;251.8;3.8;2.25;209.82
AST000790;285.8;20.9;225.5;3.77;2.25;469.74
AST000792;270.9;20.4;219.5;3.49;2.25;339.63
AST000794;1172.1;124.5;893.3;22.26;13.5;1946.77
AST000795;157.7;9.1;26;0.3;0.42;0
AST000796;269.6;34.8;213.4;12;7.2;307.25
AST000797;282.9;18.9;230.8;3.4;2.25;456.21
AST000798;273.1;21.1;214.2;3.44;2.25;515
AST000800;273.7;24.2;220.5;3.44;2.25;411.03
AST000803;292.6;25;57.3;1.5;2.12;0
AST000804;313.7;27.5;259.9;3.74;2.25;448.54
AST000806;259.1;36;209.2;12.44;7.2;220.42
AST000809;200.7;11.9;165.9;6.89;4.5;127.11
AST000812;306.4;35.6;246.8;3.54;2.25;405.7
AST000813;1139.2;131.2;908.7;24.56;13.5;825.78
AST000814;246.3;36.5;199.3;11.9;7.2;283.45
AST000815;247;15.2;206.1;12.65;7.2;211.45
AST000816;206.4;19.5;168.5;6.28;4.5;170.34
AST000817;244.8;31.9;197.6;11.24;7.2;217.35
AST000818;286.2;26.7;229;3.4;2.25;498.78
AST000819;208.9;22.5;164.1;6.82;4.5;117
AST000820;146.4;18.8;110.4;0.61;0.45;221.48
AST000821;149.5;8.6;120.9;0.56;0.45;251.25
AST000823;272.4;37.5;211.8;11.85;7.2;253.16
AST000824;326.8;23.7;70.3;1.5;2.12;0
AST000826;273.5;19.3;220.9;10.56;7.2;245.43
AST000827;284.3;39;234.5;3.3;2.25;447.81
AST000828;316.8;38.9;260.7;3.38;2.25;429.87
AST000829;286.8;42.2;217;3.62;2.25;226.37
AST000830;300.5;37.8;251.8;3.41;2.25;481.51
AST000831;327.6;36.4;278;3.28;2.25;580.82
AST000832;1282;173.6;214.2;9;12.75;0
AST000833;256.2;29.3;213.9;12.03;7.2;185.84
AST000834;151.8;21.5;125.7;0.64;0.45;127.54
AST000835;226.3;24.4;178.9;11.88;7.2;185.5
AST000836;289.4;33.8;245.5;3.43;2.25;171.6
AST000837;314.9;34.9;265.6;3.59;2.25;307.09
AST000838;271;36.7;217.5;9.95;7.2;325.62
AST000839;313.1;34.1;69;1.5;2.12;0
AST000840;321.3;23.2;256.7;3.58;2.25;196.21
AST000841;1167.8;151.6;965.9;22.38;13.5;1069.66
AST000842;211.3;27.1;170.3;7.14;4.5;115.02
AST000843;292.3;20.6;231.5;3.55;2.25;225.06
AST000845;155;21.7;124.5;0.59;0.45;101.15
AST000846;245.4;16.3;194.3;10.45;7.2;291.86
AST000847;1295.1;128.9;198.4;9;12.75;0
AST000848;1182.9;169.7;259.1;9;12.75;0
AST000849;242.3;13.4;199.2;12.41;7.2;119.1
AST000850;1270.2;100.3;968.1;24.23;13.5;1047.52
AST000851;301.7;18;244.3;3.04;2.25;237.71
AST000852;1176.2;154;975.6;21.19;13.5;1239.21
AST000853;303.7;20.8;237.5;3.66;2.25;482.38
AST000855;324.2;30.9;268.8;3.52;2.25;655.58
AST000856;279.2;35.6;228.3;3.36;2.25;337.21
AST000857;1161;147.3;983.5;22.69;13.5;1026.5
AST000858;295;33.7;229.5;3.35;2.25;297
AST000859;317.4;35.4;74;1.5;2.12;0
AST000860;274.6;28.5;218;12.37;7.2;395.86
AST000861;248.3;19.1;209.4;12.41;7.2;266.11
AST000862;324.3;43.1;263.7;3.62;2.25;243.56
AST000863;153.1;12.9;124.4;0.59;0.45;45.93
AST000864;194.2;14.3;151.6;6.84;4.5;104.82
AST000865;241.6;18.8;199.1;11.61;7.2;281.95
AST000866;288.8;41;229.6;3.43;2.25;371.56
AST000867;319.1;17.6;258.8;3.41;2.25;168.08
AST000869;1272;159.4;965.9;21.07;13.5;842.11
AST000870;138.7;19.7;106.7;0.65;0.45;134.78
AST000871;139.8;19.8;109.3;0.55;0.45;184.71
AST000873;193.1;10.7;145.4;7.57;4.5;115.85
AST000874;268.6;31.7;215.6;12.14;7.2;375.69
AST000875;200.1;10.1;44.6;3;4.25;0
AST000876;280.8;30.3;228.1;3.49;2.25;457.86
AST000877;271.6;18.6;223.6;12.36;7.2;229.53
AST000878;325.8;18.6;260;3.62;2.25;348.34
AST000879;310.8;34;250;3.39;2.25;573.89
AST000881;210.2;26.3;51.1;3;4.25;0
AST000882;1130.5;157.4;875.8;26.26;13.5;339.15
AST000883;257.7;17.9;202.1;10.6;7.2;259.69
AST000886;270.4;39;224.8;3.35;2.25;441.66
AST000887;217.3;12.2;172.8;7.62;4.5;65.19
AST000889;291.2;43;240.3;3.64;2.25;308.08
AST000890;320.6;25.4;255.1;3.55;2.25;497.21
AST000891;311.6;20.1;246.8;3.34;2.25;197.18
AST000892;307.3;43.8;254.7;3.41;2.25;357.09
AST000893;276.1;36.1;226;3.68;2.25;649.61
AST000894;1201;109.8;222.3;9;12.75;0
AST000895;214.4;14.2;168.6;6.58;4.5;140.13
AST000896;1116.5;162.7;232.4;9;12.75;0
AST000897;1201.4;63.9;994.9;24.24;13.5;1078.22
AST000898;278.1;39.3;214.6;3.52;2.25;471.09
AST000899;237.3;29.7;196.1;12.31;7.2;241.23
AST000900;205.4;16.9;157.1;7.47;4.5;143.61
AST000901;256.2;26.7;211.2;10.66;7.2;76.86
AST000902;314.3;17.4;61.5;1.5;2.12;0
AST000903;287;19.8;59.4;1.5;2.12;0
AST000904;291.4;28.1;240.1;3.26;2.25;381.59
AST000905;258.2;15.6;199.5;12.5;7.2;201
AST000906;234.6;29.1;196.2;9.87;7.2;228.58
AST000907;249.6;17.5;199;11.98;7.2;74.88
AST000908;1157.9;60.1;236.4;9;12.75;0
AST000909;152.1;18.6;129.2;0.51;0.45;240.33
AST000910;288.4;23.9;239.6;3.34;2.25;86.52
AST000911;1155.5;107.4;942.7;23.13;13.5;1887.16
AST000912;255.6;31.5;195.3;10.47;7.2;399.98
AST000913;242.8;26.9;182.5;12.22;7.2;231.69
AST000914;284;38.4;234.4;3.74;2.25;401.74
AST000915;255.3;22.7;214.8;11.23;7.2;168.2
AST000916;238.2;26.6;186.4;12.44;7.2;278.11
AST000917;326;43.9;257.6;3.83;2.25;410.79
AST000918;324.2;18;275;3.28;2.25;425.05
AST000919;216.5;15.8;169.1;7.4;4.5;254.21
AST000920;160.8;23.2;132.3;0.62;0.45;116.68
AST000921;241.9;14;198.5;11.14;7.2;72.57
AST000922;264;38.3;221.1;12.25;7.2;381.14
AST000923;289.3;19.7;240.3;3.37;2.25;86.79
AST000925;314.7;40.6;256.7;3.45;2.25;348.73
AST000926;327.8;21.3;247.9;2.85;2.25;344.17
AST000927;253.5;33.1;208.9;12.53;7.2;373.65
AST000928;287;26.1;231.3;3.35;2.25;320.45
AST000930;1145.9;123.9;201.8;9;12.75;0
AST000931;197.7;12.7;163.1;6.75;4.5;139.52
AST000932;1108.8;58.4;275.9;9;12.75;0
AST000933;282.9;19.1;238.8;3.23;2.25;293.82
AST000935;293.8;43;229.6;3.1;2.25;88.14
AST000936;1242.1;70.8;289.2;9;12.75;0
AST000937;1316.4;85.6;233.8;9;12.75;0
AST000938;146.7;21.7;120.7;0.55;0.45;220.14
AST000939;306.3;42.4;251.5;3.61;2.25;91.89
AST000940;311;20.9;251;3.55;2.25;478.62
AST000941;239.3;14.8;202.6;10.86;7.2;282.12
AST000942;261.9;28.7;202.1;12.49;7.2;260.04
AST000943;196.2;22.4;152.1;7.62;4.5;58.86
AST000944;275.4;17.5;216.6;3.16;2.25;570.21
AST000945;229.3;12.6;191.4;12.75;7.2;159.49
AST000946;1213;130;910.5;22.41;13.5;1183.2
AST000947;235.5;19.4;184.4;9.89;7.2;440.27
AST000948;324.7;40.6;273.3;3.7;2.25;142.93
AST000949;1236.2;132;939.3;23.44;13.5;2127.59
AST000950;275.6;39.5;52;1.5;2.12;0
AST000951;292.1;21;233.7;3.54;2.25;382.43
AST000952;287.5;32.8;235.5;3;2.25;628.52
AST000953;322.3;39;258.8;3.77;2.25;324.4
AST000954;237.5;19.9;188.1;11.53;7.2;242.1
AST000956;196.2;24;160.1;6.57;4.5;218.7
AST000957;255.3;31.6;200.6;11.65;7.2;263.21
AST000958;159.6;21.3;123.1;0.61;0.45;97.77
AST000959;325.9;31.7;252.5;3.66;2.25;275.27
AST000961;293.6;31.1;248.2;3.37;2.25;445.14
AST000962;297.5;40.6;245.8;3.13;2.25;603.41
AST000963;307.8;18.4;260.5;3.41;2.25;200.26
AST000964;226.4;26.7;190.3;9.65;7.2;257.92
AST000965;262.3;27.4;208.9;10.78;7.2;207.92
AST000967;301.3;20.1;227;3.19;2.25;687.63
AST000969;216.2;15.7;179;7.09;4.5;174.65
AST000970;306.2;42.6;254.2;3.51;2.25;572.59
AST000971;328.3;41.8;266.2;3.33;2.25;403.09
AST000972;259.1;18;205.6;11.8;7.2;205.71
AST000973;329;32.7;253;3.88;2.25;189.45
AST000974;1294.6;121.5;1050.9;21.35;13.5;1576.9
AST000975;144.6;8.8;121.4;0.66;0.45;90.29
AST000976;265.4;27.9;205.4;10.65;7.2;161.96
AST000977;289;20.9;243.1;3.67;2.25;296.09
AST000978;1264.7;104.2;990.5;22.88;13.5;1928.43
AST000980;158;13.8;128.4;0.58;0.45;47.4
AST000983;1158.4;76.1;908.9;23.41;13.5;658.95
AST000984;271.1;35.1;227;11.79;7.2;179.09
AST000985;227.7;34;178.5;11.54;7.2;491.57
AST000986;225;11.7;188.9;12.13;7.2;339.49
AST000987;207;13.6;36.1;3;4.25;0
AST000988;314.5;32.1;266.6;3.44;2.25;94.35
AST000989;310.2;22.7;75.4;1.5;2.12;0
AST000990;146.7;21.1;119.9;0.56;0.45;75.13
AST000991;1192.8;178.4;900.8;22.92;13.5;1591.08
AST000994;204.1;25.1;172.6;6;4.5;180.46
AST000995;138.7;12.9;25.4;0.3;0.42;0
AST000997;190.1;24.2;153;6.75;4.5;169.75
AST000998;156.5;11.9;124.4;0.61;0.45;177.46
AST000999;245.7;28.3;189.1;10.3;7.2;218.53
AST001000;320.3;31.1;253.8;3.27;2.25;347.07
AST001001;266.6;33.2;218.8;11.8;7.2;292.99
AST001002;266.8;30.4;220.4;11.04;7.2;177.37
AST001003;234.9;20.7;182.7;12.64;7.2;219.46
AST001004;329.1;33.6;259.4;3.28;2.25;489.64
AST001005;309.2;37.6;257.8;3.23;2.25;538.59
AST001006;300.8;24.6;249.7;3.89;2.25;142.46
AST001007;250.2;12.8;198.2;11.71;7.2;170.36
AST001008;190.3;21.2;149;7.25;4.5;156.72
AST001009;191.7;13.4;146.8;7.82;4.5;100.4
AST001010;182;17.7;151.9;7.17;4.5;151.38
AST001011;328.3;20.3;274.9;3.36;2.25;245.81
AST001012;316.4;28.1;261.4;3.54;2.25;426.22
AST001014;74.6;5.7;62.6;0.2;0.18;186.01
AST001015;274.7;16.5;63.7;1.5;2.12;0
AST001017;1315.8;116.4;1068.4;25.01;13.5;2199.92
AST001018;262.9;30.3;198.9;12.6;7.2;431.2
AST001019;1157.5;144.4;286.2;9;12.75;0
AST001021;271.1;27.1;214.3;11.19;7.2;176.59
AST001022;227.8;12.6;176;12.94;7.2;236.87
AST001025;211.8;28.3;161.9;6.63;4.5;134.8
AST001026;297.4;33.7;244.9;3.84;2.25;276.86
AST001027;155.8;20.9;117.8;0.62;0.45;193.34
AST001028;214.4;25.7;162.1;7.06;4.5;111.29
AST001029;296.9;24.4;244.5;3.78;2.25;555.97
AST001030;252.8;30.3;207.3;12.54;7.2;323.18
AST001032;1169.4;138.6;212.6;9;12.75;0
AST001033;329.3;33.3;272.1;3.25;2.25;262.33
AST001034;281.8;17.1;226.2;3.42;2.25;411.78
AST001036;329.1;46.4;248.8;3.36;2.25;339.92
AST001037;306.5;20.7;247.8;3.8;2.25;276.43
AST001038;155.7;20.7;127.6;0.65;0.45;111.38
AST001039;240.2;20;203.9;12.56;7.2;173.08
AST001040;163.3;15.7;24.9;0.3;0.42;0
AST001041;1197.9;123.9;907.3;22.12;13.5;1442.01
AST001042;1316.8;79.3;1107.1;23.78;13.5;587.48
AST001043;261.5;13.1;200.4;11.36;7.2;214.49
AST001045;77.4;10.3;58.4;0.25;0.18;144.86
AST001046;311;20.3;240.2;3.38;2.25;403.25
AST001047;288.3;14.5;227.3;3.36;2.25;195.49
AST001049;290.5;37.1;234.3;3.31;2.25;687.92
AST001050;282.2;38;212.5;3.71;2.25;528.49
AST001051;232.6;14.8;182.7;10.57;7.2;135.13
AST001052;1166.4;103.3;280.3;9;12.75;0
AST001053;1140.4;72.6;892.4;25.61;13.5;1667.27
AST001055;215.4;31.4;181.2;6.11;4.5;141.9
AST001057;148.1;13;122.5;0.6;0.45;44.43
AST001058;1234.7;106.2;977.7;24.55;13.5;2115.67
AST001060;271.5;24.9;225.8;10.65;7.2;154.03
AST001061;296.5;37;227;3.4;2.25;171.47
AST001062;276.7;26.3;230.5;3.23;2.25;464.65
AST001063;317.1;39.5;244.6;3.62;2.25;299.89
AST001064;181.8;25.2;140.1;6.05;4.5;164.89
AST001066;225.5;19.3;172.1;10.36;7.2;359.27
AST001067;246.9;32.9;199.2;11.1;7.2;457.6
AST001068;300;22.1;246.8;3.3;2.25;322.42
AST001069;328.5;17.3;251.3;3.29;2.25;372.8
AST001071;321;21.3;266.8;3.58;2.25;357.7
AST001075;327.7;38.8;259.7;3.13;2.25;175.56
AST001076;314.8;41.4;238.3;3.43;2.25;94.44
AST001077;317.1;27.8;258.9;3.43;2.25;226.14
AST001078;1257.3;128.4;989.6;24.44;13.5;1675.01
AST001079;329.7;43.3;259.7;3.59;2.25;419.57
AST001080;271.4;14.9;230.3;3.55;2.25;282.41
AST001081;293.5;30;235.9;3.8;2.25;531.45
AST001082;229.6;25.9;174.3;10.79;7.2;267.61
AST001084;309.9;32;254.9;3.56;2.25;405.2
AST001085;1251;69.1;972.1;23.81;13.5;1438.93
AST001086;1165.6;149.2;913.4;21.64;13.5;1759.14
AST001087;316.9;23.3;244.6;3.84;2.25;507.86
AST001088;1218.5;93.8;263.2;9;12.75;0
AST001089;318.3;22.1;244.9;4.01;2.25;497.13
AST001090;1107.7;147.8;230.8;9;12.75;0
AST001092;1270.1;77.9;995.5;22.8;13.5;1609.94
AST001093;281.9;18.3;224.7;3.65;2.25;263.61
AST001095;317.9;35.3;249.9;3.62;2.25;411.75
AST001096;262;32.1;205.2;11.66;7.2;318.46
AST001097;266.2;28.6;217.1;11.3;7.2;306.31
AST001098;215.1;19.4;162.1;6.42;4.5;87.7
AST001099;226;26;170.2;11.32;7.2;212.95
AST001100;237;33.4;192.3;11.59;7.2;237.56
AST001101;194.3;26.8;154.7;6.74;4.5;194.1
AST001102;296.4;19.9;68.9;1.5;2.12;0
AST001103;296.4;20.5;244.4;3.69;2.25;210.55
AST001104;245.6;12.8;200.3;12.39;7.2;304.98
AST001106;278.6;26.5;227.7;3.1;2.25;146.05
AST001107;1235.6;134.3;1048.4;25.25;13.5;832.76
AST001108;270.7;37.9;226.2;3.29;2.25;177.01
AST001109;256.4;18.4;210.6;10.5;7.2;214.21
AST001110;1131.5;66.8;214.1;9;12.75;0
AST001111;249.8;30.7;54.3;4.8;6.8;0
AST001112;307.4;28.5;236.4;3.51;2.25;577.68
AST001113;1172.6;133.7;894.4;26.08;13.5;1226.76
AST001115;280.4;31.2;219;3.82;2.25;214.55
AST001116;157.1;15.2;130.5;0.63;0.45;94.79
AST001117;293.9;39.6;243.6;3.61;2.25;231.01
AST001118;312.3;27.2;242.8;3.13;2.25;378.64
AST001119;296.2;26.2;59.9;1.5;2.12;0
AST001121;279.5;37.3;227.9;3.68;2.25;351.46
AST001122;1281.9;108.6;209.9;9;12.75;0
AST001123;256;31.9;203.9;9.48;7.2;144.98
AST001124;275;32.2;211.8;3.71;2.25;82.5
AST001125;85.5;5.7;71.6;0.24;0.18;277.8
AST001127;229.1;12.2;183.7;12.29;7.2;134.98
AST001128;301.5;26.8;235.8;3.9;2.25;398.37
AST001130;206;14.7;158.1;7.53;4.5;199.26
AST001131;317.6;20.9;262;3.57;2.25;268.79
AST001133;187;16.6;157.1;7.03;4.5;56.1
AST001134;183;11.8;149.5;6.13;4.5;119.97
AST001135;155.6;16.8;131.2;0.54;0.45;373.24
AST001136;282.9;27.8;236;3.77;2.25;261.24
AST001137;320.4;23.6;264.7;3.87;2.25;402.63
AST001139;86.3;12.8;70;0.24;0.18;141.38
AST001140;318.6;41.9;239.3;3.21;2.25;305.94
AST001142;242;16.4;184.1;12.11;7.2;301.6
AST001143;1256.7;169;993.7;21.93;13.5;1507
AST001144;238.3;19.9;180.6;12.04;7.2;304.87
AST001145;308.2;28.3;258.4;3.52;2.25;612.24
AST001146;250.6;22.4;191.9;11.62;7.2;253.45
AST001147;273.9;26.7;212.7;11.14;7.2;205.62
AST001148;307.8;28.8;260.8;3.3;2.25;303.7
AST001149;275.4;33;232.9;3.7;2.25;437.27
AST001152;276.4;24.6;209.3;2.99;2.25;227.3
AST001154;252.4;24.4;213.2;12.2;7.2;367.13
AST001155;304.9;16.1;230.4;3.56;2.25;91.47
AST001156;142.6;19.4;114.3;0.64;0.45;211.65
AST001157;266.8;32.1;226.6;11.85;7.2;404.76
AST001158;1192.8;111.3;930.4;21.73;13.5;1573.05
AST001159;292.7;19;241.7;3.43;2.25;179.7
AST001161;318;37;268;3.42;2.25;416.58
AST001162;248.1;32.9;197.2;12.12;7.2;261.02
AST001163;295.7;43.7;228.7;3.65;2.25;470
AST001164;208.4;15.7;167;7.05;4.5;62.52
AST001165;149.3;17.5;115.3;0.61;0.45;243.33
AST001166;1202.8;86.4;925.5;21.01;13.5;1862.62
AST001167;1112.3;110.6;843;23.38;13.5;1264.94
AST001168;237;25.3;42.8;4.8;6.8;0
AST001169;239.3;15.7;52.2;4.8;6.8;0
AST001170;302.8;40.4;231.8;3.88;2.25;167.38
AST001171;260.1;31;218.1;11.7;7.2;149.19
AST001173;247.1;13.4;191.6;12.1;7.2;198.97
AST001174;271.3;14.9;224.6;11.73;7.2;200.81
AST001175;297.1;39.2;233.6;3.58;2.25;490.42
AST001176;286;31;237.8;3.68;2.25;312.9
AST001177;210.3;20.6;45.1;3;4.25;0
AST001178;299.8;25.1;226.6;3.41;2.25;246.85
AST001179;1125.3;71.1;879.6;23.26;13.5;1484.56
AST001180;288.2;26.4;218;3.81;2.25;358.29
AST001181;1184.3;64.7;207.6;9;12.75;0
AST001182;278.8;15.4;62.5;1.5;2.12;0
AST001183;329.8;23.3;276.4;3.45;2.25;504.72
AST001184;209.3;13.2;159.5;5.9;4.5;235.01
AST001185;247.2;32.4;189;11.16;7.2;229.05
AST001187;238.4;17.6;193.4;11.33;7.2;344.38
AST001188;318.3;16.7;268.5;3.77;2.25;578.91
AST001189;274.5;39.5;53.6;1.5;2.12;0
AST001190;158;10.3;130.1;0.64;0.45;312.96
AST001191;267.2;30.2;226.1;13.25;7.2;245.87
AST001192;1175.1;158;220.8;9;12.75;0
AST001193;259.3;13.4;220.1;11.98;7.2;338.39
AST001194;265.1;22.9;205.4;11.35;7.2;138.37
AST001195;215.1;31;178.3;5.81;4.5;131.31
AST001196;272.8;35.5;42.4;1.5;2.12;0
AST001197;180.3;19.2;147.8;6.16;4.5;104.93
AST001198;320.5;28.9;249.2;2.92;2.25;145.15
AST001201;271.2;30.4;219.8;11.34;7.2;228.71
AST001202;283.8;36.9;239.1;3.17;2.25;534.09
AST001203;278.1;35.1;217.5;3.44;2.25;231.05
AST001204;321.6;16.3;261.8;4.1;2.25;211.64
AST001205;327.3;38.9;259.5;3.56;2.25;632.55
AST001206;138.6;9.6;104.9;0.57;0.45;204.83
AST001207;276.7;36.3;211.8;3.01;2.25;322.66
AST001209;248.2;21.5;52.3;4.8;6.8;0
AST001210;272.5;26.5;224;10.43;7.2;192.42
AST001212;257.1;24.7;194.6;9.67;7.2;77.13
AST001213;297.6;14.9;232.2;3.32;2.25;333.89
AST001215;290.9;27.5;70.9;1.5;2.12;0
AST001217;300.4;37.6;234.9;3.5;2.25;276.88
AST001218;1171;67;950.7;24.82;13.5;1556.04
