asset_id;sale_date;sale_price;sale_channel;customer_type;warranty_months;shipping_cost;customer_satisfaction
AST001226;26/6/2022;1883.83;Retail_Partner;SMB;6;46.23;5
AST001227;28/8/2021;163.88;Export;Education;6;8.08;4.7
AST001233;3/6/2022;283.62;Retail_Partner;Government;6;12.57;4.6
AST001234;7/9/2021;323.53;Retail_Partner;Enterprise;6;17.54;4.6
AST001235;27/8/2023;921.05;Direct_B2B;SMB;12;17.33;4.7
AST001237;18/5/2022;238.16;Online_Marketplace;Enterprise;6;23.38;4.7
AST001238;18/6/2021;264.07;Online_Marketplace;Enterprise;3;20.81;4.7
AST001239;10/4/2023;742.18;Direct_B2B;Enterprise;12;17.45;5
AST001246;15/2/2020;232.27;Export;Enterprise;6;22.7;4.5
AST001248;21/5/2022;296;Online_Marketplace;Government;3;11.24;4.5
AST001249;1/3/2023;347.08;Direct_B2B;Enterprise;6;9.19;4.9
AST001250;22/4/2023;663.08;Retail_Partner;Enterprise;12;16.32;5
AST001252;26/3/2020;305.64;Direct_B2B;Enterprise;6;17.39;4.7
AST001253;23/9/2022;438.86;Direct_B2B;Enterprise;12;17.56;5
AST001255;20/11/2022;204.94;Online_Marketplace;Enterprise;6;20.46;4.8
AST001258;22/8/2022;2302.62;Retail_Partner;Enterprise;12;43.31;5
AST001259;4/11/2021;1628.33;Direct_B2B;Enterprise;12;40.99;4.8
AST001260;20/2/2023;1899.49;Retail_Partner;Consumer;12;41.21;4.4
AST001261;7/4/2022;561.23;Auction;Government;6;17.04;5
AST001266;7/2/2020;754.45;Direct_B2B;Education;6;45.11;4.8
AST001268;11/9/2023;923.22;Auction;Consumer;6;17.74;4.9
AST001269;14/11/2020;1800.59;Export;Enterprise;12;46.03;5
AST001272;1/6/2021;86.34;Direct_B2B;Enterprise;6;22.2;4.2
AST001273;8/1/2024;322.27;Direct_B2B;Enterprise;12;9.14;5
AST001274;27/6/2024;902.96;Online_Marketplace;Government;6;15.11;5
AST001278;9/9/2021;159.82;Export;Education;12;22.33;5
AST001279;23/1/2021;130.98;Export;Government;12;23.84;5
AST001281;12/6/2021;212.92;Export;Government;6;26.1;3.8
AST001283;7/1/2022;173.32;Retail_Partner;Education;12;23.82;5
AST001285;12/3/2020;272.15;Direct_B2B;Enterprise;6;17.45;4.6
AST001286;3/9/2023;206.48;Online_Marketplace;SMB;6;21.17;5
AST001287;15/9/2021;262.07;Retail_Partner;SMB;6;20.31;4.8
AST001290;18/8/2023;396.58;Auction;SMB;6;25.94;5
AST001292;15/7/2023;543.44;Retail_Partner;Enterprise;12;20.44;5
AST001293;11/8/2021;154.18;Online_Marketplace;Government;6;19.85;5
AST001294;14/1/2024;785.64;Auction;Education;6;15.37;5
AST001298;28/3/2020;82.61;Online_Marketplace;Government;3;20.66;4.3
AST001299;21/7/2023;2011.06;Direct_B2B;Education;12;45.41;5
AST001300;17/6/2021;476.65;Export;Enterprise;6;15.02;4.5
AST001302;14/8/2020;174.12;Auction;Enterprise;3;27.59;4.4
AST001303;25/8/2022;197.01;Direct_B2B;Education;12;20.84;5
AST001304;5/8/2023;545.76;Online_Marketplace;SMB;6;14.55;5
AST001305;7/7/2021;336.6;Online_Marketplace;SMB;6;22.2;5
AST001308;23/1/2021;361.6;Retail_Partner;Enterprise;6;29.91;5
AST001309;1/9/2022;361.86;Retail_Partner;Education;12;12.39;4.9
AST001311;1/4/2022;165.11;Direct_B2B;Government;12;20.7;5
AST001312;19/6/2023;273.72;Retail_Partner;Enterprise;12;20.56;5
AST001313;30/11/2023;882.45;Direct_B2B;Enterprise;12;12.93;4.6
AST001315;12/8/2022;622.82;Direct_B2B;Enterprise;12;15.41;5
AST001316;3/3/2023;1845.34;Retail_Partner;Enterprise;12;58.3;5
AST001319;7/9/2020;228.62;Auction;Enterprise;3;28.6;4.5
AST001321;23/10/2022;567.88;Direct_B2B;Education;12;12.68;5
AST001323;13/11/2021;1630.53;Direct_B2B;SMB;12;56.69;4.7
AST001324;17/11/2022;461.9;Direct_B2B;SMB;12;15.54;4.9
AST001325;3/8/2022;281.7;Auction;SMB;6;20.52;5
AST001327;14/5/2024;2013.64;Retail_Partner;Enterprise;12;51.88;5
AST001329;6/3/2023;514.23;Direct_B2B;SMB;12;15.09;4.7
AST001330;20/11/2023;724.44;Retail_Partner;SMB;12;13.85;5
AST001331;21/9/2022;1616.28;Direct_B2B;Consumer;12;43.01;4.9
AST001336;5/10/2021;263.74;Online_Marketplace;SMB;6;14.77;4.6
AST001337;22/6/2022;329.74;Export;Enterprise;6;24.3;4.4
AST001338;27/6/2023;729.51;Online_Marketplace;Consumer;6;12.11;5
AST001339;19/5/2023;574.45;Auction;Enterprise;6;21.57;5
AST001340;23/9/2023;494.98;Export;Education;12;24.69;4.9
AST001343;7/4/2023;420.22;Direct_B2B;Enterprise;12;26.72;4.9
AST001344;27/4/2022;336.64;Auction;Enterprise;3;25.46;4.8
AST001345;9/10/2020;231.53;Online_Marketplace;Enterprise;3;29.14;5
AST001346;28/7/2024;906.09;Online_Marketplace;Enterprise;6;15.3;5
AST001351;20/5/2021;342.25;Direct_B2B;Education;6;16.46;5
AST001352;9/12/2022;258.84;Direct_B2B;SMB;12;21.43;5
AST001354;9/9/2023;226.82;Online_Marketplace;Education;6;9.74;4.8
AST001355;29/6/2021;302.6;Online_Marketplace;Education;6;27.79;5
AST001356;15/7/2024;3016.31;Auction;Government;6;56.52;5
AST001357;6/7/2022;765.88;Online_Marketplace;Enterprise;6;14.44;4.7
AST001359;28/9/2022;204.92;Direct_B2B;Consumer;12;21.08;5
AST001360;23/11/2021;1542.99;Online_Marketplace;Enterprise;6;40.97;4.5
AST001361;28/8/2021;1196.8;Retail_Partner;Enterprise;12;45.41;5
AST001362;25/6/2021;207.67;Retail_Partner;Enterprise;6;10.65;4.5
AST001363;25/12/2021;2137.31;Retail_Partner;SMB;12;56.73;5
AST001364;21/5/2023;676.69;Export;Enterprise;12;15.19;5
AST001368;30/3/2021;230.11;Export;Enterprise;12;21.21;5
AST001369;9/2/2023;702.67;Online_Marketplace;Consumer;6;13.04;5
AST001372;21/12/2022;290.16;Auction;Enterprise;3;8.3;4.7
AST001373;31/5/2023;568.24;Online_Marketplace;Enterprise;6;17.25;4.9
AST001374;5/9/2023;528.09;Online_Marketplace;SMB;3;15.5;3.9
AST001375;12/6/2023;667.3;Direct_B2B;Enterprise;12;14.06;5
AST001376;28/9/2022;777.6;Retail_Partner;Enterprise;12;16.53;5
AST001377;22/4/2021;2051.56;Direct_B2B;Government;12;46.42;4.8
AST001378;20/7/2024;344.98;Auction;Enterprise;6;21.61;5
AST001381;8/8/2022;1763.13;Online_Marketplace;Enterprise;6;44.34;5
AST001382;23/10/2022;643.54;Direct_B2B;Government;12;12.47;4.9
AST001383;8/11/2020;1322.36;Direct_B2B;Education;12;49.94;4.7
AST001384;27/1/2022;168.42;Online_Marketplace;Education;3;23.45;4.1
AST001386;17/6/2022;426.08;Retail_Partner;Education;12;16.75;5
AST001388;4/11/2020;138.51;Retail_Partner;SMB;12;22.92;5
AST001389;5/6/2020;282.29;Export;SMB;6;16.45;4.3
AST001390;17/4/2023;532.99;Direct_B2B;Education;12;22.29;5
AST001391;30/4/2024;789.08;Online_Marketplace;Enterprise;6;13.22;4.7
AST001394;4/12/2021;353.66;Direct_B2B;Enterprise;12;22.45;5
AST001398;13/4/2022;180.27;Direct_B2B;Government;6;18.05;4.8
AST001399;4/5/2024;994.74;Retail_Partner;Enterprise;12;17.39;5
AST001400;31/8/2024;572.42;Online_Marketplace;Enterprise;6;25.68;5
AST001401;2/11/2023;765.29;Online_Marketplace;Government;6;15.29;4.8
AST001402;18/9/2022;211.7;Direct_B2B;Enterprise;12;18.73;5
AST001403;9/6/2020;331.27;Online_Marketplace;SMB;3;17.34;5
AST001404;31/7/2021;186.53;Direct_B2B;Enterprise;6;26.84;4.2
AST001405;31/3/2023;681.53;Retail_Partner;Government;6;14.55;4.6
AST001406;12/2/2022;361.93;Auction;SMB;6;16.69;4.9
AST001407;22/8/2020;315.67;Online_Marketplace;SMB;3;12.4;5
AST001408;28/2/2022;463.21;Direct_B2B;Enterprise;12;13.5;5
AST001411;24/5/2021;387.75;Retail_Partner;Consumer;6;16.2;4.7
AST001413;22/9/2023;589.28;Online_Marketplace;Enterprise;6;15;4.7
AST001416;21/12/2022;467.76;Export;Education;12;28.28;5
AST001418;28/1/2023;763.05;Direct_B2B;Enterprise;12;12.11;4.9
AST001420;11/1/2024;322.99;Auction;Education;6;21.01;5
AST001426;5/3/2023;2526.78;Auction;Enterprise;6;46.36;5
AST001427;27/3/2023;258.24;Online_Marketplace;SMB;6;18.17;5
AST001428;14/7/2023;306.59;Direct_B2B;SMB;12;9.08;5
AST001430;19/7/2023;248.44;Online_Marketplace;SMB;6;22.74;5
AST001431;15/9/2023;641.82;Direct_B2B;Enterprise;12;20.36;4.9
AST001433;25/7/2023;343.49;Direct_B2B;Consumer;12;28.52;5
AST001436;6/9/2022;513.23;Online_Marketplace;Enterprise;6;12.2;4.3
AST001437;28/11/2022;466.71;Retail_Partner;Enterprise;12;15.2;4.8
AST001438;15/9/2023;496.92;Online_Marketplace;Enterprise;6;17.2;4.8
AST001440;29/4/2024;318.91;Retail_Partner;Enterprise;12;8.79;5
AST001441;4/5/2022;480.23;Online_Marketplace;SMB;3;14.6;4.7
AST001442;21/8/2020;126.64;Auction;Education;3;10.94;4.4
AST001443;23/10/2023;341.75;Online_Marketplace;Enterprise;6;11.33;4.8
AST001446;25/6/2022;434.31;Direct_B2B;SMB;12;13.01;5
AST001447;17/2/2022;185.04;Direct_B2B;SMB;12;22.75;5
AST001449;30/6/2020;245.27;Retail_Partner;SMB;6;13.94;4.1
AST001451;14/4/2024;649.78;Online_Marketplace;Enterprise;6;13.88;5
AST001452;28/5/2022;383.92;Direct_B2B;Enterprise;12;27.48;5
AST001453;5/9/2021;186.22;Export;SMB;6;9.21;4.1
AST001454;23/8/2020;1357.3;Retail_Partner;SMB;12;40.72;4.8
AST001457;4/10/2021;353.57;Online_Marketplace;Education;6;13.38;4.7
AST001459;25/12/2022;235.48;Online_Marketplace;Enterprise;6;9.5;4.3
AST001460;25/7/2023;731.01;Auction;Government;6;17.47;5
AST001462;29/12/2021;361.41;Auction;SMB;3;17.03;4.6
AST001463;25/8/2021;298.67;Online_Marketplace;SMB;6;16.34;4.9
AST001464;4/9/2021;292.96;Retail_Partner;Enterprise;6;6.57;4.5
AST001465;10/7/2021;303.51;Auction;Enterprise;3;26.3;4.7
AST001467;12/1/2023;829.58;Auction;Enterprise;6;17.71;4.9
AST001469;31/5/2022;379.13;Direct_B2B;Government;6;17.15;4.4
AST001471;4/8/2024;996.4;Retail_Partner;Enterprise;12;13.93;5
AST001472;1/11/2020;269.98;Auction;Consumer;3;21.28;5
AST001473;6/2/2020;280.08;Online_Marketplace;Enterprise;3;15.75;4.4
AST001474;10/11/2020;206.87;Retail_Partner;Education;12;25.12;4.8
AST001475;7/3/2020;259.52;Direct_B2B;Education;6;12.61;4.4
AST001476;28/3/2021;493.95;Retail_Partner;Education;6;15.06;4.3
AST001477;18/6/2022;289.58;Online_Marketplace;Education;3;8.88;4.5
AST001478;30/1/2023;2673.06;Direct_B2B;Education;12;50.06;5
AST001481;13/3/2023;360.99;Direct_B2B;Government;6;11.04;4.8
AST001482;17/2/2024;3365.36;Direct_B2B;SMB;12;42.63;5
AST001484;9/4/2023;627.76;Online_Marketplace;SMB;3;16.44;4.3
AST001485;13/11/2022;261.55;Direct_B2B;Enterprise;12;18.18;5
AST001486;4/8/2024;574.62;Online_Marketplace;Government;6;17;4.9
AST001487;30/10/2022;758.42;Direct_B2B;Government;12;17.01;4.9
AST001488;29/10/2024;588.15;Retail_Partner;Education;12;12.59;4.7
AST001490;1/12/2020;172.35;Online_Marketplace;Enterprise;6;22.15;4.6
AST001491;7/1/2021;343.23;Retail_Partner;SMB;6;16.72;4.9
AST001492;19/12/2022;461.35;Direct_B2B;SMB;12;24.81;5
AST001493;18/8/2021;277.64;Auction;Consumer;6;29.75;5
AST001494;24/8/2022;621.71;Export;SMB;12;16.2;5
AST001495;17/4/2020;119.13;Direct_B2B;Enterprise;6;19.94;4.7
AST001497;7/2/2021;443.63;Online_Marketplace;Government;3;15.82;4.6
AST001498;20/8/2023;839.21;Direct_B2B;Enterprise;12;13.28;4.4
AST001500;14/10/2024;310.55;Retail_Partner;Education;12;11.46;5
AST001501;8/8/2024;937.36;Auction;Enterprise;6;15.96;4.9
AST001503;10/1/2022;184.43;Auction;SMB;6;22.13;5
AST001505;7/2/2020;325.29;Direct_B2B;Enterprise;6;16.86;4.6
AST001506;21/10/2022;481.39;Direct_B2B;Enterprise;12;14.66;5
AST001509;9/7/2022;443.12;Export;Government;12;14.78;5
AST001510;1/8/2022;356.89;Retail_Partner;Education;12;25.74;5
AST001511;23/7/2022;264.91;Direct_B2B;SMB;12;21.7;5
AST001512;4/9/2023;548.69;Retail_Partner;Enterprise;12;13.02;5
AST001513;21/2/2023;616.54;Direct_B2B;Enterprise;12;14.42;4.9
AST001516;3/1/2024;508.33;Retail_Partner;SMB;12;21.1;5
AST001517;9/5/2024;282.69;Retail_Partner;SMB;12;11.35;5
AST001518;3/4/2020;1407.55;Online_Marketplace;Enterprise;3;58.77;4.1
AST001520;2/10/2024;2436.58;Retail_Partner;Enterprise;12;47.81;5
AST001524;25/9/2022;301.19;Retail_Partner;Enterprise;12;21.63;5
AST001526;23/6/2024;495.2;Retail_Partner;SMB;12;20.66;5
AST001527;6/4/2024;355.75;Retail_Partner;SMB;12;8.08;5
AST001528;3/9/2024;486.7;Direct_B2B;SMB;12;28.21;5
AST001530;6/5/2021;480.9;Export;Government;6;14.39;5
AST001531;19/9/2024;1079.36;Retail_Partner;SMB;12;15.1;5
AST001532;25/7/2021;391.06;Auction;SMB;6;24.75;4.7
AST001533;7/11/2023;772.86;Retail_Partner;Enterprise;12;13.31;5
AST001535;20/8/2024;809.08;Auction;Enterprise;6;16.15;5
AST001537;1/7/2022;479.1;Auction;Enterprise;6;13.81;4.9
AST001539;17/8/2021;411.47;Direct_B2B;Enterprise;6;14.76;4.5
AST001541;13/6/2024;265.99;Online_Marketplace;Enterprise;6;22.21;5
AST001542;5/10/2023;2343.29;Online_Marketplace;SMB;6;40.94;5
AST001543;15/12/2023;396.26;Auction;SMB;6;11.15;5
AST001544;4/9/2024;814.23;Retail_Partner;SMB;12;12.65;5
AST001545;16/5/2023;396.85;Direct_B2B;Enterprise;12;23.61;5
AST001546;19/8/2020;292.78;Direct_B2B;Enterprise;6;15.09;4.6
AST001548;22/8/2021;477.52;Direct_B2B;Enterprise;6;17.89;4.2
AST001549;27/6/2024;284.47;Auction;Enterprise;6;19.61;5
AST001550;1/9/2022;1801.83;Direct_B2B;Enterprise;12;43.15;4.7
AST001551;1/7/2022;207.96;Retail_Partner;Enterprise;12;18.15;4.9
AST001555;15/8/2022;479.9;Retail_Partner;SMB;12;12.41;5
AST001556;23/7/2021;341.4;Retail_Partner;Education;6;16.39;4.7
AST001557;30/6/2021;258.16;Online_Marketplace;SMB;6;28.56;4.9
AST001558;11/2/2020;332.8;Online_Marketplace;Government;3;15.11;4.5
AST001560;20/1/2023;714.84;Direct_B2B;Enterprise;12;14.68;4.8
AST001561;10/8/2021;295.04;Direct_B2B;Government;12;26.94;4.9
AST001562;16/10/2022;443;Retail_Partner;Education;12;17.99;5
AST001563;28/2/2021;317.17;Retail_Partner;Consumer;12;22;4.9
AST001565;30/4/2022;536.48;Direct_B2B;Enterprise;12;14.56;5
AST001566;11/7/2024;2613.87;Online_Marketplace;SMB;6;53.67;5
AST001568;26/11/2022;203.79;Retail_Partner;SMB;6;16.78;5
AST001569;21/2/2023;556.32;Online_Marketplace;Enterprise;6;15.03;5
AST001571;19/9/2023;532.04;Online_Marketplace;SMB;6;15;5
AST001572;20/9/2022;588.76;Export;Education;12;16.45;5
AST001574;2/4/2022;145.87;Online_Marketplace;SMB;6;20.78;5
AST001575;7/5/2023;733.61;Online_Marketplace;SMB;6;16.37;5
AST001576;20/5/2024;335.86;Direct_B2B;Enterprise;12;10.63;5
AST001580;16/5/2022;520.84;Online_Marketplace;Enterprise;6;20.62;5
AST001581;28/4/2024;2687.37;Online_Marketplace;Enterprise;6;59.71;5
AST001584;26/1/2022;604.34;Direct_B2B;Education;6;16.7;5
AST001586;21/7/2022;243.02;Retail_Partner;SMB;6;29.81;4.4
AST001587;15/11/2024;911.83;Export;Enterprise;12;13.18;5
AST001588;12/8/2021;438.95;Direct_B2B;Consumer;12;12.82;4.6
AST001589;21/2/2022;349.71;Retail_Partner;Enterprise;12;21.37;5
AST001593;17/7/2022;444.56;Direct_B2B;Enterprise;12;15.33;5
AST001595;7/12/2023;262.54;Online_Marketplace;Enterprise;6;19.09;4.8
AST001596;2/8/2023;611.84;Online_Marketplace;Education;6;18;4.6
AST001597;9/1/2022;491.15;Online_Marketplace;SMB;6;15.14;5
AST001598;30/4/2021;118.44;Online_Marketplace;Education;3;21.62;4.9
AST001600;2/7/2024;2321.62;Direct_B2B;SMB;12;45.85;4.6
AST001601;23/4/2022;197.72;Direct_B2B;Education;12;20.62;5
AST001603;14/1/2024;807.62;Direct_B2B;SMB;6;12.91;4.7
AST001606;7/5/2023;843.22;Online_Marketplace;Enterprise;6;13.58;5
AST001607;20/4/2023;619.51;Direct_B2B;Enterprise;12;12.44;5
AST001608;25/6/2022;573.1;Auction;Education;6;16.53;5
AST001609;1/8/2023;640.15;Retail_Partner;Education;12;17.66;5
AST001610;10/11/2024;755.14;Direct_B2B;SMB;12;29.81;5
AST001611;4/12/2022;612.64;Direct_B2B;Enterprise;12;15.62;4.4
AST001613;28/7/2024;238.7;Direct_B2B;Education;12;22.61;5
AST001614;21/7/2020;318.06;Direct_B2B;SMB;6;13.4;4.7
AST001616;30/9/2021;159.99;Direct_B2B;Enterprise;12;19.88;4.5
AST001619;30/8/2022;395.51;Direct_B2B;Enterprise;12;28.02;5
AST001620;21/1/2020;234.72;Online_Marketplace;Enterprise;3;27.65;3.7
AST001621;14/5/2022;464.58;Export;Government;6;14.58;4.3
AST001622;14/12/2023;634.29;Direct_B2B;Enterprise;12;15.97;5
AST001623;3/8/2022;1423.21;Direct_B2B;Enterprise;12;40.35;4.8
AST001624;29/1/2023;597.61;Direct_B2B;Education;12;13.35;4.6
AST001625;22/5/2023;2739.06;Direct_B2B;Enterprise;12;52.86;5
AST001626;2/6/2022;323.62;Export;Government;6;26;5
AST001627;22/3/2021;174.83;Retail_Partner;Enterprise;12;23.01;4.5
AST001628;8/6/2022;190.07;Auction;Enterprise;6;20.54;4.9
AST001629;15/8/2024;789.4;Online_Marketplace;Education;6;21.2;5
AST001631;26/12/2020;360.23;Retail_Partner;Education;6;15.95;3.9
AST001633;6/5/2021;302.95;Direct_B2B;Enterprise;6;20.99;4.9
AST001636;30/8/2021;172.06;Retail_Partner;Enterprise;6;19.25;4.5
AST001637;21/8/2021;476.28;Online_Marketplace;Government;6;14.65;5
AST001638;26/10/2022;1905.45;Online_Marketplace;Education;6;59.09;5
AST001639;24/9/2021;310.63;Retail_Partner;Consumer;12;20.07;5
AST001640;27/10/2023;582.04;Direct_B2B;SMB;12;25.15;4.6
AST001641;28/3/2023;581.23;Online_Marketplace;Enterprise;6;12.5;4.7
AST001642;18/6/2024;742.53;Direct_B2B;Education;12;22.35;5
AST001643;18/2/2023;214.05;Direct_B2B;Enterprise;12;19.8;5
AST001644;28/8/2021;1367.44;Online_Marketplace;Education;6;40.3;5
AST001646;15/7/2020;299.61;Auction;Consumer;3;17.39;4.7
AST001648;22/8/2020;295.42;Export;Enterprise;6;13.66;4.7
AST001649;14/8/2021;223.92;Direct_B2B;Enterprise;12;19.5;5
AST001651;18/4/2023;371.91;Direct_B2B;Enterprise;12;11.14;4.7
AST001654;8/6/2023;256.93;Direct_B2B;SMB;12;21.38;4.9
AST001655;17/12/2023;696.34;Online_Marketplace;Enterprise;6;13.82;5
AST001657;16/7/2023;550.27;Direct_B2B;Education;12;16.45;4.7
AST001658;18/4/2022;250.18;Direct_B2B;Enterprise;6;8.26;5
AST001659;15/7/2021;298.98;Online_Marketplace;Enterprise;3;23.79;4.7
AST001660;25/2/2023;395.94;Online_Marketplace;Enterprise;6;22.51;4.9
AST001665;2/9/2024;356.46;Retail_Partner;Enterprise;12;17.62;4.9
AST001666;19/7/2023;586.46;Direct_B2B;SMB;12;13.2;5
AST001669;7/6/2022;227.2;Direct_B2B;Enterprise;12;18.03;5
AST001670;24/2/2022;456.74;Online_Marketplace;SMB;3;14.44;5
AST001672;11/5/2023;651.44;Auction;Consumer;6;22.2;4.7
AST001673;4/11/2022;506.61;Direct_B2B;SMB;6;15.41;4.9
AST001675;17/2/2022;460.85;Online_Marketplace;SMB;6;25.02;5
AST001676;10/2/2022;410.34;Online_Marketplace;Education;3;15.8;5
AST001677;16/7/2023;515.77;Online_Marketplace;Enterprise;6;22.14;5
AST001678;29/8/2024;824.96;Retail_Partner;Government;12;13.07;5
AST001680;26/12/2021;403.49;Online_Marketplace;Enterprise;3;17.26;5
AST001681;20/10/2022;360.67;Direct_B2B;Education;6;21.27;4.8
AST001682;1/11/2023;668.18;Export;Consumer;12;14.97;5
AST001683;13/11/2022;681.68;Direct_B2B;Government;12;14.19;5
AST001684;23/8/2021;361.04;Auction;Enterprise;3;15.01;4.6
AST001685;15/2/2023;399.56;Online_Marketplace;SMB;6;29.42;4.7
AST001686;18/1/2021;221.17;Retail_Partner;Government;6;11.55;4.4
AST001687;22/8/2022;584.05;Auction;Education;6;12.74;5
AST001689;14/1/2021;1024.96;Retail_Partner;Enterprise;6;54.42;4.3
AST001690;13/8/2023;2592.08;Direct_B2B;Government;12;40;4.7
AST001691;22/6/2023;484.9;Direct_B2B;SMB;6;12.07;4.7
AST001693;12/8/2021;328.8;Online_Marketplace;SMB;3;16.55;4.9
AST001694;5/3/2020;244.72;Online_Marketplace;SMB;3;12.82;4.5
AST001695;18/3/2021;267.29;Online_Marketplace;Enterprise;6;26.42;4.6
AST001696;5/6/2021;1204.19;Auction;SMB;6;52.16;4.8
AST001697;16/4/2021;255.49;Retail_Partner;SMB;6;14.96;4.7
AST001698;9/11/2022;211.2;Direct_B2B;Enterprise;12;19.79;5
AST001699;30/4/2024;483.64;Direct_B2B;Enterprise;12;23.19;5
AST001700;26/7/2024;747.76;Direct_B2B;Enterprise;12;16.89;4.9
AST001702;14/10/2020;147.97;Online_Marketplace;Consumer;3;10.59;5
AST001704;15/3/2021;343.35;Export;SMB;6;13.72;4.4
AST001706;3/11/2020;186.53;Retail_Partner;SMB;12;17.78;5
AST001708;20/11/2023;314.39;Auction;Enterprise;6;18.78;5
AST001712;19/8/2023;229.53;Online_Marketplace;Enterprise;6;22.47;5
AST001713;19/2/2020;314.75;Retail_Partner;Government;6;14.54;5
AST001715;1/6/2024;688.94;Retail_Partner;Enterprise;12;14.82;4.9
AST001719;19/11/2023;870.84;Direct_B2B;SMB;12;25.74;5
AST001720;28/9/2022;2603.46;Direct_B2B;Education;12;46.14;5
AST001722;6/12/2022;597.16;Retail_Partner;Enterprise;12;21.73;5
AST001723;22/6/2022;521.16;Direct_B2B;Enterprise;12;15.33;5
AST001725;19/9/2023;539.55;Direct_B2B;Enterprise;12;13.54;4.9
AST001728;16/9/2021;328.36;Retail_Partner;Education;12;20.14;4.8
AST001730;19/9/2021;198.06;Auction;SMB;3;27.83;4.1
AST001733;10/7/2021;121.03;Direct_B2B;Enterprise;6;17.01;5
AST001736;21/7/2023;1891.03;Online_Marketplace;Consumer;6;43.84;5
AST001737;9/8/2023;538.07;Direct_B2B;SMB;6;16.76;4.7
AST001738;21/7/2022;258.67;Online_Marketplace;SMB;6;27;5
AST001739;5/3/2021;379.34;Direct_B2B;SMB;6;14.3;4.7
AST001740;4/3/2020;162.95;Retail_Partner;Enterprise;12;18.3;5
AST001742;8/6/2023;418.54;Direct_B2B;Enterprise;12;26.52;5
AST001744;29/7/2023;266.2;Online_Marketplace;Enterprise;6;16.37;4.9
AST001745;2/9/2021;125.62;Online_Marketplace;Enterprise;3;10.29;4.1
AST001746;19/12/2020;357.68;Direct_B2B;Education;6;12.85;4.3
AST001748;8/5/2020;298.62;Direct_B2B;SMB;12;28.95;5
AST001749;29/4/2020;264.04;Direct_B2B;Enterprise;6;17.74;4.6
AST001751;22/7/2021;418.75;Retail_Partner;Enterprise;6;16.13;5
AST001753;22/7/2024;2746.94;Direct_B2B;Enterprise;12;53.29;5
AST001754;29/8/2024;423.3;Direct_B2B;Education;12;24.38;4.8
AST001755;30/11/2023;3078.58;Direct_B2B;Enterprise;12;59.05;5
AST001759;6/5/2022;458.9;Retail_Partner;SMB;12;26.1;5
AST001760;10/4/2021;242.99;Online_Marketplace;Enterprise;3;12.79;4.6
AST001761;14/1/2023;651.55;Retail_Partner;Enterprise;12;14.57;5
AST001763;26/3/2022;337.65;Direct_B2B;Enterprise;12;22.76;5
AST001765;29/9/2023;301.42;Retail_Partner;Consumer;12;23.42;5
AST001766;6/5/2024;475.66;Export;Education;12;21.23;4.7
AST001767;14/8/2020;222.17;Auction;SMB;3;26.06;4.7
AST001768;21/5/2023;797.76;Direct_B2B;Education;12;17.75;5
AST001769;22/3/2024;2899.18;Online_Marketplace;Enterprise;6;53.46;5
AST001770;30/9/2020;264.22;Auction;Education;3;26.72;4.9
AST001772;13/9/2023;498.6;Online_Marketplace;Enterprise;6;13.25;5
AST001774;24/5/2024;713.45;Retail_Partner;Education;12;17;5
AST001775;18/5/2024;860.65;Auction;Enterprise;6;16.61;5
AST001776;29/9/2024;3294.22;Auction;Enterprise;6;58.91;5
AST001777;3/8/2022;573.51;Direct_B2B;Enterprise;12;15.87;5
AST001779;2/9/2020;1457.13;Direct_B2B;Education;6;58.17;4.6
AST001782;13/3/2020;348.59;Direct_B2B;SMB;6;16.34;4.6
AST001783;25/12/2023;765.47;Direct_B2B;Enterprise;12;14.45;5
AST001785;7/8/2021;391.47;Direct_B2B;Enterprise;6;13.55;4.4
AST001786;23/4/2021;270.39;Auction;Enterprise;3;26.07;4.5
AST001787;8/4/2020;160.98;Direct_B2B;Government;6;23.64;4.5
AST001791;6/8/2021;311.45;Retail_Partner;SMB;6;22.24;4.5
AST001792;22/10/2020;277.48;Retail_Partner;Enterprise;12;23.58;5
AST001793;3/6/2020;187.38;Retail_Partner;Enterprise;6;27.35;4.7
AST001796;15/3/2024;478.93;Auction;SMB;6;26.24;4.9
AST001797;27/2/2023;527.3;Online_Marketplace;Enterprise;6;14.33;4.8
AST001798;6/5/2022;404.22;Direct_B2B;Education;6;15.21;4.9
AST001799;7/9/2021;303.4;Retail_Partner;Enterprise;6;27.29;5
AST001801;18/4/2023;565.37;Online_Marketplace;Enterprise;6;13.39;4.5
AST001802;29/8/2023;219.23;Online_Marketplace;SMB;6;18.45;4.5
AST001804;17/9/2024;664.25;Export;Government;12;13.08;5
AST001805;27/2/2022;272.85;Auction;SMB;3;25.12;4.6
AST001806;30/5/2022;364.41;Auction;SMB;6;24.26;4.8
AST001809;23/7/2023;774.96;Retail_Partner;SMB;12;13.06;5
AST001812;26/2/2020;263.09;Online_Marketplace;Enterprise;3;22.27;4.5
AST001815;26/7/2020;118.98;Online_Marketplace;Enterprise;3;21.97;4.8
AST001816;8/7/2023;672.41;Export;Enterprise;12;13.41;5
AST001817;7/8/2023;762.98;Auction;Enterprise;6;12.33;4.9
AST001818;23/9/2023;721.38;Auction;Enterprise;6;15.61;5
AST001820;22/4/2021;386.1;Direct_B2B;Enterprise;6;13.76;4.3
AST001821;20/9/2024;3182.01;Auction;Education;6;46.14;5
