asset_id,equipment_type,asset_age_years,weight_kg,region,original_purchase_price_usd,condition_score,product_condition,can_refurbish,refurbishment_cost_usd,refurbishment_success,refurbishment_success_probability,sales_channel,market_value_usd,final_sale_price_usd,channel_commission_rate,net_revenue_usd,carbon_new_manufacturing_kg,carbon_refurb_process_kg,carbon_savings_kg,lifecycle_extension_years,grid_carbon_intensity_kg_co2_kwh,processing_date,processing_month,seasonal_demand_multiplier,roi_percent
ITAD-000971,Smartphone,1.54,0.17,North America,123.94,4.70,Fair,True,36.17,False,0.66,Online Marketplace,77.38,72.17,0.12,63.51,43.23,0.00,36.75,1.41,0.42,2024-11-08,7,1.00,99.50
ITAD-000972,Tablet,0.11,0.34,Europe,224.42,9.30,Refurbished,True,52.25,True,0.95,Online Marketplace,316.03,368.26,0.12,324.07,97.94,0.27,82.98,3.36,0.31,2024-09-15,7,1.00,604.79
ITAD-000973,Desktop,8.48,9.20,Asia Pacific,100.00,3.70,Fair,False,0.00,False,0.00,B2B Direct,17.43,48.59,0.05,46.16,356.79,0.00,303.27,0.76,0.68,2025-01-02,1,1.08,485.88
ITAD-000974,Server,9.72,15.06,Latin America,127.30,3.90,Fair,False,0.00,False,0.00,B2B Direct,28.69,61.15,0.05,58.10,878.59,0.00,746.80,1.23,0.35,2025-06-10,10,1.15,480.38
ITAD-000975,Laptop,9.05,1.89,North America,570.19,2.30,Poor,False,0.00,False,0.00,B2B Direct,10.26,31.40,0.05,29.83,252.81,0.00,37.92,0.00,0.42,2025-05-16,4,1.00,55.07
ITAD-000976,Smartphone,3.15,0.20,North America,100.00,4.80,Refurbished,True,28.65,True,0.66,B2B Direct,74.17,219.02,0.05,208.07,51.93,0.21,43.92,2.37,0.42,2025-04-06,3,1.00,664.57
ITAD-000977,Laptop,0.87,2.37,Asia Pacific,1031.63,6.60,Refurbished,True,116.28,True,0.81,B2B Direct,1030.16,2580.12,0.05,2451.11,369.83,4.04,310.32,1.97,0.68,2025-01-28,3,1.00,2118.83
ITAD-000978,Smartphone,15.00,0.19,North America,100.00,1.00,Poor,False,0.00,False,0.00,Retail Partner,1.80,10.00,0.20,8.00,24.86,4.04,3.73,0.00,0.42,2025-08-21,4,1.00,100.00
ITAD-000979,Desktop,0.58,12.07,North America,737.29,10.00,Refurbished,True,225.65,True,0.95,Online Marketplace,1094.43,881.22,0.12,775.47,404.94,12.68,331.52,2.80,0.42,2025-06-07,4,1.00,290.52
ITAD-000980,Monitor,0.65,4.57,Asia Pacific,587.94,8.90,Refurbished,True,96.66,True,0.95,Refurb Specialist,621.38,1233.44,0.08,1134.77,267.59,7.76,219.68,3.29,0.68,2024-12-04,12,1.08,1176.11
ITAD-000981,Laptop,1.86,1.63,North America,564.20,8.60,Refurbished,True,212.12,True,0.95,Online Marketplace,698.47,680.54,0.12,598.87,386.50,1.71,326.81,1.97,0.42,2024-11-03,4,1.00,220.82
ITAD-000982,Server,11.47,17.22,Asia Pacific,2489.49,3.90,Fair,False,0.00,False,0.00,Online Marketplace,537.26,474.04,0.12,417.15,918.84,0.00,781.02,1.08,0.68,2024-10-12,11,1.15,190.42
ITAD-000983,Printer,1.45,10.87,North America,1300.28,8.20,Refurbished,True,137.13,True,0.94,B2B Direct,1783.83,4721.53,0.05,4485.45,251.60,11.41,202.45,2.84,0.42,2025-08-05,9,1.15,3343.09
ITAD-000984,Smartphone,11.15,0.15,Asia Pacific,100.29,1.00,Poor,False,0.00,False,0.00,B2B Direct,1.28,10.00,0.05,9.50,56.08,11.41,8.41,0.00,0.68,2024-11-30,10,1.15,99.72
ITAD-000985,Monitor,2.71,7.27,Asia Pacific,385.06,10.00,Refurbished,True,118.90,True,0.95,Online Marketplace,348.50,327.14,0.12,287.88,293.53,12.36,237.14,3.26,0.68,2025-06-18,8,1.00,175.15
ITAD-000986,Monitor,4.82,7.12,Asia Pacific,796.57,7.00,Good,True,119.31,False,0.84,B2B Direct,459.64,1089.21,0.05,1034.75,275.72,0.00,234.36,1.47,0.68,2024-10-27,10,1.15,812.96
ITAD-000987,Laptop,0.84,2.19,Asia Pacific,1298.92,9.40,Refurbished,True,188.89,True,0.95,Online Marketplace,1301.29,1311.01,0.12,1153.69,261.15,3.71,218.26,2.42,0.68,2025-09-01,5,1.00,594.07
ITAD-000988,Laptop,2.43,1.97,Latin America,776.09,7.50,Refurbished,True,241.56,True,0.88,Online Marketplace,515.82,550.36,0.12,484.32,289.48,1.72,244.33,2.82,0.35,2025-06-30,3,1.00,127.84
ITAD-000989,Monitor,1.23,3.91,North America,668.54,9.10,Refurbished,True,154.89,True,0.95,Online Marketplace,957.52,960.47,0.12,845.22,278.46,4.11,232.58,2.12,0.42,2025-08-30,10,1.15,520.08
ITAD-000990,Tablet,1.00,0.70,Middle East & Africa,172.46,8.60,Refurbished,True,48.25,True,0.95,B2B Direct,155.54,438.51,0.05,416.58,75.48,0.97,63.19,2.83,0.55,2024-09-23,2,1.00,808.82
ITAD-000991,Monitor,6.74,6.96,Europe,266.73,7.00,Refurbished,True,107.88,True,0.84,Retail Partner,210.04,212.72,0.20,170.18,154.82,5.39,126.21,3.29,0.31,2024-12-26,8,1.00,97.18
ITAD-000992,Smartphone,0.01,0.20,Asia Pacific,258.12,10.00,Refurbished,True,41.26,True,0.95,Retail Partner,284.79,347.77,0.20,278.21,30.76,0.35,25.80,3.13,0.68,2024-11-04,11,1.15,742.94
ITAD-000993,Desktop,0.61,11.12,North America,912.29,10.00,Refurbished,True,134.36,True,0.95,B2B Direct,1350.44,3515.22,0.05,3339.46,365.96,11.68,299.39,2.16,0.42,2025-03-28,6,1.00,2516.19
ITAD-000994,Server,0.20,22.22,North America,3291.20,8.00,Refurbished,True,335.58,True,0.92,B2B Direct,5077.84,14507.69,0.05,13782.31,1041.41,23.33,861.87,2.80,0.42,2025-07-29,7,1.00,4223.22
ITAD-000995,Server,1.53,26.82,Asia Pacific,3209.95,9.90,Refurbished,True,578.78,True,0.95,Online Marketplace,3245.05,3821.80,0.12,3363.18,1018.56,45.59,820.19,2.07,0.68,2025-07-01,5,1.00,560.32
ITAD-000996,Monitor,4.10,4.73,Asia Pacific,686.45,8.10,Refurbished,True,80.41,True,0.93,Refurb Specialist,551.24,874.56,0.08,804.60,193.65,8.05,156.56,2.54,0.68,2025-05-18,6,1.00,987.63
ITAD-000997,Laptop,1.72,2.43,Europe,100.00,8.20,Refurbished,True,107.22,True,0.93,B2B Direct,115.69,308.62,0.05,293.19,351.73,1.88,297.08,2.75,0.31,2024-10-06,2,1.00,187.84
ITAD-000998,Printer,6.23,16.92,Latin America,1022.22,4.40,Fair,False,0.00,False,0.00,B2B Direct,240.78,674.08,0.05,640.37,184.23,0.00,156.60,0.61,0.35,2024-09-17,4,1.00,659.42
ITAD-000999,Monitor,0.10,3.32,Asia Pacific,514.34,8.20,Refurbished,True,63.05,True,0.94,B2B Direct,564.65,1395.68,0.05,1325.89,229.07,5.65,189.06,2.43,0.68,2025-04-05,12,1.08,2113.75
ITAD-001000,Printer,1.71,15.07,North America,698.65,9.00,Refurbished,True,200.66,True,0.95,Retail Partner,934.33,1146.97,0.20,917.58,204.49,15.83,157.99,1.93,0.42,2025-01-02,3,1.00,471.60
ITAD-001001,Monitor,10.12,5.22,Asia Pacific,916.27,5.10,Refurbished,True,126.99,True,0.69,B2B Direct,329.15,872.25,0.05,828.64,289.10,8.88,236.86,2.91,0.68,2025-01-01,8,1.00,586.86
ITAD-001002,Laptop,0.63,1.29,North America,1017.07,9.50,Refurbished,True,187.63,True,0.95,B2B Direct,1475.94,3637.76,0.05,3455.87,389.15,1.35,329.42,3.00,0.42,2025-01-26,5,1.00,1838.77
ITAD-001003,Laptop,2.79,1.95,Latin America,1836.68,5.90,Refurbished,True,103.99,True,0.75,B2B Direct,1152.84,3199.91,0.05,3039.91,366.23,1.70,309.59,2.06,0.35,2025-08-17,12,1.08,1685.61
ITAD-001004,Server,15.00,21.33,North America,3266.74,3.00,Poor,False,0.00,False,0.00,B2B Direct,196.00,477.33,0.05,453.47,1066.96,1.70,160.04,0.00,0.42,2024-11-03,7,1.00,146.12
ITAD-001005,Desktop,2.22,12.75,Europe,1057.71,8.80,Refurbished,True,308.89,True,0.95,B2B Direct,1233.27,3133.98,0.05,2977.28,484.56,9.88,402.00,3.12,0.31,2024-09-09,6,1.00,914.60
ITAD-001006,Monitor,1.79,3.45,Europe,776.45,7.90,Refurbished,True,105.65,True,0.91,Online Marketplace,978.13,923.89,0.12,813.02,210.70,2.68,176.42,2.36,0.31,2024-12-16,2,1.00,774.45
ITAD-001007,Server,9.84,24.18,North America,5307.60,4.00,Fair,False,0.00,False,0.00,Online Marketplace,2022.04,2230.31,0.12,1962.67,869.76,0.00,739.30,1.50,0.42,2025-03-09,6,1.00,420.21
ITAD-001008,Tablet,0.50,0.40,Asia Pacific,448.00,8.70,Refurbished,True,22.83,True,0.95,Retail Partner,462.01,427.38,0.20,341.90,88.85,0.68,74.84,1.99,0.68,2025-08-26,11,1.15,903.01
ITAD-001009,Monitor,3.57,5.85,North America,267.45,8.60,Refurbished,True,124.72,True,0.95,B2B Direct,317.85,849.82,0.05,807.33,194.74,6.14,159.38,2.99,0.42,2024-12-11,2,1.00,581.37
ITAD-001010,Server,2.67,27.40,Middle East & Africa,2484.89,6.60,Refurbished,True,432.55,True,0.81,B2B Direct,2201.16,5653.48,0.05,5370.81,1411.60,37.67,1162.18,3.08,0.55,2025-06-09,10,1.15,1207.02
ITAD-001011,Server,15.00,17.72,North America,4635.78,3.10,Fair,False,0.00,False,0.00,Online Marketplace,649.01,590.38,0.12,519.54,1393.55,0.00,1184.51,1.25,0.42,2024-09-07,10,1.15,127.35
ITAD-001012,Desktop,0.88,11.18,Europe,780.58,9.80,Refurbished,True,136.63,True,0.95,B2B Direct,1034.54,2471.45,0.05,2347.88,474.82,8.66,394.93,2.85,0.31,2025-08-08,8,1.00,1708.89
ITAD-001013,Tablet,0.00,0.79,Europe,487.28,10.00,Refurbished,True,25.88,True,0.95,Retail Partner,696.35,797.80,0.20,638.24,67.48,0.61,56.75,2.72,0.31,2025-03-02,10,1.15,1584.15
ITAD-001014,Server,2.05,27.92,North America,3849.75,8.50,Refurbished,True,177.93,True,0.95,Online Marketplace,5320.59,5824.43,0.12,5125.50,1020.67,29.32,838.25,3.38,0.42,2025-04-11,2,1.00,1466.72
ITAD-001015,Printer,2.51,16.46,Middle East & Africa,572.88,8.90,Refurbished,True,196.53,True,0.95,B2B Direct,471.02,1099.73,0.05,1044.74,347.86,22.64,273.05,1.84,0.55,2025-03-02,10,1.15,459.58
ITAD-001016,Printer,10.27,7.58,Latin America,410.47,1.20,Poor,False,0.00,False,0.00,Online Marketplace,12.41,12.40,0.12,10.92,284.44,22.64,42.67,0.00,0.35,2024-12-24,2,1.00,30.22
ITAD-001017,Printer,0.99,24.54,Asia Pacific,1482.14,7.60,Refurbished,True,136.08,True,0.89,B2B Direct,1502.31,3548.16,0.05,3370.75,302.52,41.72,215.42,3.07,0.68,2024-09-23,2,1.00,2302.12
ITAD-001018,Desktop,0.38,9.00,Asia Pacific,842.82,8.00,Refurbished,True,198.38,True,0.92,B2B Direct,902.02,2416.69,0.05,2295.85,507.82,15.30,416.35,1.70,0.68,2025-07-06,9,1.15,1118.19
ITAD-001019,Smartphone,10.97,0.23,Asia Pacific,100.00,1.00,Poor,False,0.00,False,0.00,Retail Partner,1.27,10.00,0.20,8.00,36.33,15.30,5.45,0.00,0.68,2024-12-10,5,1.00,100.00
ITAD-001020,Laptop,9.75,1.92,Asia Pacific,254.54,2.30,Poor,False,0.00,False,0.00,B2B Direct,3.25,10.00,0.05,9.50,335.28,15.30,50.29,0.00,0.68,2024-12-22,6,1.00,39.29
ITAD-001021,Monitor,0.75,5.87,North America,100.00,8.90,Refurbished,True,129.83,True,0.95,B2B Direct,148.21,345.13,0.05,327.87,296.66,6.17,245.99,3.08,0.42,2025-08-05,6,1.00,165.83
ITAD-001022,Tablet,2.35,0.31,Asia Pacific,236.61,8.20,Refurbished,True,20.00,True,0.93,B2B Direct,179.69,413.29,0.05,392.63,73.67,0.53,62.08,1.71,0.68,2024-12-06,4,1.00,1662.19
ITAD-001023,Desktop,9.12,9.51,North America,673.55,4.70,Refurbished,True,168.11,True,0.65,Retail Partner,252.19,264.95,0.20,211.96,415.63,9.99,343.30,2.99,0.42,2024-11-19,2,1.00,57.61
ITAD-001024,Monitor,6.65,3.04,North America,740.78,3.50,Fair,False,0.00,False,0.00,Retail Partner,346.24,475.84,0.20,380.68,195.30,0.00,166.00,0.93,0.42,2025-07-25,6,1.00,642.36
ITAD-001025,Server,5.74,18.81,North America,3496.04,5.30,Refurbished,True,969.24,True,0.70,B2B Direct,3716.06,9136.23,0.05,8679.41,973.02,19.75,807.31,3.45,0.42,2025-04-09,12,1.08,842.62
ITAD-001026,Printer,0.97,5.69,Europe,479.88,9.20,Refurbished,True,98.82,True,0.95,Refurb Specialist,630.90,1103.17,0.08,1014.92,267.04,4.41,222.57,2.75,0.31,2025-06-09,11,1.15,1016.38
ITAD-001027,Laptop,0.10,2.36,Asia Pacific,689.17,9.80,Refurbished,True,119.49,True,0.95,Online Marketplace,753.09,797.74,0.12,702.01,232.06,4.02,193.23,1.92,0.68,2025-08-02,8,1.00,567.61
ITAD-001028,Smartphone,2.50,0.24,Asia Pacific,206.47,7.30,Refurbished,True,21.88,True,0.87,B2B Direct,132.99,293.07,0.05,278.42,74.23,0.41,62.69,1.59,0.68,2025-05-24,6,1.00,1239.69
ITAD-001029,Printer,2.55,9.58,North America,951.07,10.00,Refurbished,True,137.68,True,0.95,B2B Direct,1168.00,3044.16,0.05,2891.95,210.68,10.06,169.02,2.51,0.42,2025-08-28,7,1.00,2111.07
ITAD-001030,Tablet,4.35,0.32,North America,222.63,3.00,Fair,False,0.00,False,0.00,B2B Direct,78.54,212.66,0.05,202.03,100.70,0.00,85.59,1.40,0.42,2025-09-02,1,1.08,955.22
ITAD-001031,Printer,1.63,10.46,Europe,352.33,10.00,Refurbished,True,158.56,True,0.95,Online Marketplace,435.56,523.20,0.12,460.41,332.15,8.11,274.22,1.60,0.31,2025-02-27,1,1.08,229.98
ITAD-001032,Monitor,0.52,5.90,Latin America,1423.55,10.00,Refurbished,True,105.80,True,0.95,Online Marketplace,1250.12,1237.95,0.12,1089.40,175.97,5.16,144.41,1.60,0.35,2025-04-15,1,1.08,795.30
ITAD-001033,Desktop,3.44,10.91,Middle East & Africa,1667.26,7.20,Refurbished,True,230.33,True,0.86,B2B Direct,1236.46,2732.59,0.05,2595.96,524.11,15.00,430.49,2.12,0.55,2025-07-27,2,1.00,1086.37
ITAD-001034,Monitor,3.38,4.43,Latin America,780.68,6.90,Good,True,141.43,False,0.83,B2B Direct,423.20,1191.91,0.05,1132.32,153.44,0.00,130.42,2.44,0.35,2025-06-17,2,1.00,742.79
ITAD-001035,Monitor,4.25,3.43,North America,837.45,6.90,Good,True,119.92,False,0.83,Online Marketplace,720.35,635.42,0.12,559.17,225.97,0.00,192.08,1.54,0.42,2025-04-05,4,1.00,429.87
ITAD-001036,Desktop,0.12,13.38,Asia Pacific,350.98,10.00,Refurbished,True,344.86,True,0.95,Online Marketplace,383.81,397.82,0.12,350.08,547.43,22.75,442.56,1.89,0.68,2025-07-06,6,1.00,15.36
ITAD-001037,Monitor,5.02,3.50,Europe,673.47,9.80,Refurbished,True,130.91,True,0.95,Retail Partner,640.59,797.55,0.20,638.04,236.27,2.71,198.12,1.56,0.31,2025-05-28,6,1.00,509.21
ITAD-001038,Tablet,6.93,0.51,Latin America,136.41,1.00,Poor,False,0.00,False,0.00,Retail Partner,2.17,10.00,0.20,8.00,55.12,2.71,8.27,0.00,0.35,2025-02-22,11,1.15,73.31
ITAD-001039,Monitor,3.19,7.90,Latin America,857.93,9.00,Refurbished,True,145.77,True,0.95,B2B Direct,614.49,1702.70,0.05,1617.57,236.06,6.92,193.73,2.65,0.35,2025-08-10,8,1.00,1068.05
ITAD-001040,Smartphone,4.11,0.21,Europe,100.00,4.30,Fair,False,0.00,False,0.00,Online Marketplace,24.28,21.22,0.12,18.68,47.81,0.00,40.64,1.11,0.31,2024-10-01,10,1.15,212.22
ITAD-001041,Desktop,0.74,10.25,Europe,1230.17,10.00,Refurbished,True,245.11,True,0.95,B2B Direct,1650.53,3245.84,0.05,3083.55,487.98,7.94,406.84,3.17,0.31,2024-12-25,9,1.15,1224.23
ITAD-001042,Monitor,1.44,3.39,North America,121.39,7.40,Refurbished,True,171.09,True,0.87,Online Marketplace,171.16,180.40,0.12,158.75,223.79,3.56,186.66,3.15,0.42,2024-10-28,1,1.08,5.44
ITAD-001043,Desktop,6.43,9.02,Latin America,942.01,8.10,Refurbished,True,75.77,True,0.93,B2B Direct,397.59,971.86,0.05,923.27,411.09,7.90,341.53,2.56,0.35,2024-11-09,5,1.00,951.25
ITAD-001044,Printer,1.49,23.63,North America,278.27,10.00,Refurbished,True,236.94,True,0.95,B2B Direct,380.06,825.31,0.05,784.04,356.14,24.81,277.91,3.44,0.42,2025-05-22,10,1.15,248.32
ITAD-001045,Server,2.12,26.22,North America,3396.81,9.00,Good,True,490.73,False,0.95,B2B Direct,3595.19,9383.89,0.05,8914.70,1286.23,0.00,1093.29,2.08,0.42,2024-10-20,12,1.08,1812.24
ITAD-001046,Laptop,2.00,1.85,Europe,769.99,7.50,Refurbished,True,165.82,True,0.88,Online Marketplace,856.65,761.28,0.12,669.93,260.54,1.43,220.03,2.47,0.31,2024-11-29,5,1.00,359.10
ITAD-001047,Smartphone,9.75,0.15,Asia Pacific,200.11,1.00,Poor,False,0.00,False,0.00,B2B Direct,2.55,10.00,0.05,9.50,28.47,1.43,4.27,0.00,0.68,2025-07-30,3,1.00,49.97
ITAD-001048,Printer,1.54,18.81,North America,1274.07,10.00,Refurbished,True,86.13,True,0.95,B2B Direct,1732.22,4725.02,0.05,4488.77,275.38,19.75,214.32,2.43,0.42,2024-09-05,10,1.15,3641.01
ITAD-001049,Smartphone,1.62,0.17,Latin America,123.03,6.60,Refurbished,True,34.36,True,0.81,Online Marketplace,81.78,95.34,0.12,83.90,51.25,0.14,43.42,2.68,0.35,2025-04-15,11,1.15,177.51
ITAD-001050,Desktop,2.19,13.39,North America,946.67,8.00,Refurbished,True,248.32,True,0.92,Online Marketplace,1207.03,1245.48,0.12,1096.03,525.04,14.06,432.23,2.85,0.42,2025-03-27,5,1.00,401.56
ITAD-001051,Monitor,0.25,4.55,Asia Pacific,100.00,9.20,Refurbished,True,95.02,True,0.95,B2B Direct,108.64,243.32,0.05,231.15,250.94,7.74,205.56,3.13,0.68,2025-08-21,12,1.08,156.08
ITAD-001052,Tablet,2.57,0.53,Asia Pacific,235.47,7.10,Good,True,35.25,False,0.85,Retail Partner,131.46,169.00,0.20,135.20,51.27,0.00,43.58,1.19,0.68,2024-11-27,10,1.15,379.47
ITAD-001053,Server,5.87,25.86,Europe,3675.08,6.20,Refurbished,True,749.16,True,0.77,Retail Partner,3540.16,4213.59,0.20,3370.87,1369.28,20.04,1143.85,2.79,0.31,2025-03-10,4,1.00,462.44
ITAD-001054,Tablet,4.24,0.37,Europe,247.22,6.40,Refurbished,True,59.78,True,0.79,B2B Direct,153.87,398.30,0.05,378.38,108.68,0.29,92.09,3.46,0.31,2025-07-28,11,1.15,566.32
ITAD-001055,Laptop,3.20,2.33,North America,1245.79,8.50,Refurbished,True,242.90,True,0.95,B2B Direct,1253.30,3601.19,0.05,3421.13,352.45,2.44,297.14,2.67,0.42,2024-12-13,4,1.00,1382.56
ITAD-001056,Monitor,2.50,7.44,Asia Pacific,738.93,7.80,Refurbished,True,170.01,True,0.90,B2B Direct,680.70,1634.52,0.05,1552.79,262.99,12.65,210.89,2.35,0.68,2024-12-29,9,1.15,861.44
ITAD-001057,Monitor,6.77,7.09,Latin America,989.19,5.80,Refurbished,True,120.54,True,0.74,B2B Direct,493.66,1222.26,0.05,1161.15,214.74,6.20,176.33,3.16,0.35,2025-05-06,11,1.15,913.97
ITAD-001058,Server,4.44,27.52,Europe,2116.17,7.10,Refurbished,True,476.52,True,0.84,Retail Partner,2279.58,2723.55,0.20,2178.84,1374.89,21.33,1147.33,2.90,0.31,2024-12-28,4,1.00,471.56
ITAD-001059,Printer,2.35,22.86,Asia Pacific,926.51,10.00,Refurbished,True,204.73,True,0.95,Online Marketplace,823.30,925.10,0.12,814.09,195.34,38.87,127.17,3.22,0.68,2025-04-21,7,1.00,351.87
ITAD-001060,Server,6.23,16.09,North America,1277.53,6.20,Refurbished,True,917.62,True,0.78,B2B Direct,1303.10,3363.78,0.05,3195.59,1099.59,16.90,917.75,1.74,0.42,2024-12-07,2,1.00,266.58
ITAD-001061,Desktop,2.26,9.30,North America,639.94,8.90,Refurbished,True,167.70,True,0.95,Online Marketplace,810.24,751.09,0.12,660.96,459.51,9.76,380.82,3.05,0.42,2024-09-30,11,1.15,347.87
ITAD-001062,Monitor,0.18,7.93,Latin America,953.16,10.00,Refurbished,True,46.07,True,0.95,B2B Direct,857.24,1879.53,0.05,1785.55,170.71,6.94,138.16,1.76,0.35,2025-05-07,7,1.00,1923.55
ITAD-001063,Laptop,1.28,2.78,Europe,834.37,9.50,Refurbished,True,51.87,True,0.95,B2B Direct,1023.21,2436.76,0.05,2314.92,389.02,2.15,328.51,3.47,0.31,2025-08-26,8,1.00,2858.31
ITAD-001064,Server,4.46,25.45,Asia Pacific,4719.40,7.40,Refurbished,True,661.96,True,0.87,B2B Direct,3921.70,8277.60,0.05,7863.72,828.20,43.26,660.71,3.15,0.68,2025-05-16,1,1.08,1150.47
ITAD-001065,Server,10.11,26.35,Asia Pacific,2188.88,3.80,Fair,False,0.00,False,0.00,B2B Direct,570.84,1352.29,0.05,1284.68,866.82,0.00,736.80,1.28,0.68,2025-07-30,11,1.15,617.80
ITAD-001066,Laptop,0.72,2.26,Europe,1207.48,8.40,Refurbished,True,94.20,True,0.95,Refurb Specialist,1588.20,2795.65,0.08,2571.99,347.12,1.75,293.31,3.05,0.31,2025-08-04,4,1.00,2237.25
ITAD-001067,Printer,0.04,20.23,North America,975.05,10.00,Good,True,103.81,False,0.95,B2B Direct,1166.46,2520.18,0.05,2394.17,377.72,0.00,321.06,1.89,0.42,2025-05-06,12,1.08,2327.78
ITAD-001068,Monitor,0.10,3.20,Europe,902.51,9.50,Refurbished,True,162.91,True,0.95,Retail Partner,1281.71,1331.76,0.20,1065.41,241.96,2.48,203.18,2.76,0.31,2024-11-08,9,1.15,717.48
ITAD-001069,Desktop,6.16,12.42,Europe,1523.10,4.80,Refurbished,True,172.20,True,0.66,Online Marketplace,1060.85,1035.75,0.12,911.46,396.11,9.63,327.06,2.48,0.31,2025-03-07,2,1.00,501.49
ITAD-001070,Printer,0.07,22.17,Latin America,100.00,10.00,Refurbished,True,105.63,True,0.95,Online Marketplace,90.43,78.87,0.12,69.41,273.38,19.40,212.97,1.79,0.35,2024-09-13,10,1.15,-25.33
ITAD-001071,Monitor,7.86,5.48,Europe,254.89,5.10,Fair,True,64.60,False,0.69,B2B Direct,93.46,205.99,0.05,195.69,167.15,0.00,142.08,1.24,0.31,2024-10-12,6,1.00,218.88
ITAD-001072,Desktop,0.22,13.97,Middle East & Africa,900.79,10.00,Refurbished,True,248.55,True,0.95,Refurb Specialist,919.46,1595.23,0.08,1467.61,485.99,19.20,393.89,2.53,0.55,2025-03-27,3,1.00,541.83
ITAD-001073,Tablet,8.62,0.79,North America,256.43,1.00,Poor,False,0.00,False,0.00,B2B Direct,4.62,11.58,0.05,11.00,55.14,19.20,8.27,0.00,0.42,2024-11-12,11,1.15,45.16
ITAD-001074,Tablet,4.42,0.39,Europe,208.82,4.10,Fair,False,0.00,False,0.00,B2B Direct,65.99,175.39,0.05,166.62,72.31,0.00,61.46,1.18,0.31,2025-03-31,3,1.00,839.93
ITAD-001075,Server,1.49,21.77,Asia Pacific,928.24,8.50,Refurbished,True,567.49,True,0.95,Retail Partner,941.02,1196.00,0.20,956.80,1241.43,37.01,1018.21,3.37,0.68,2025-07-26,11,1.15,110.75
ITAD-001076,Smartphone,0.92,0.19,North America,144.86,3.60,Fair,False,0.00,False,0.00,Refurb Specialist,103.02,174.50,0.08,160.54,46.02,0.00,39.12,1.29,0.42,2024-12-27,5,1.00,1204.60
ITAD-001077,Monitor,1.64,5.57,Europe,100.00,7.40,Refurbished,True,182.41,True,0.88,B2B Direct,127.33,308.20,0.05,292.79,171.37,4.32,141.34,2.78,0.31,2024-10-09,1,1.08,68.96
ITAD-001078,Tablet,3.10,0.47,Latin America,319.21,4.40,Fair,False,0.00,False,0.00,Online Marketplace,91.68,89.69,0.12,78.92,109.26,0.00,92.87,0.84,0.35,2025-05-27,3,1.00,280.96
ITAD-001079,Server,3.20,23.50,Asia Pacific,327.60,7.30,Refurbished,True,490.92,True,0.86,Retail Partner,297.56,336.46,0.20,269.17,1149.00,39.95,936.70,2.57,0.68,2025-02-01,6,1.00,-31.46
ITAD-001080,Laptop,2.15,2.56,Asia Pacific,196.00,5.40,Refurbished,True,205.41,True,0.71,B2B Direct,164.93,364.99,0.05,346.74,285.38,4.35,238.22,2.27,0.68,2025-05-16,12,1.08,77.68
ITAD-001081,Server,4.21,20.12,Europe,4306.84,7.60,Refurbished,True,518.28,True,0.89,B2B Direct,4719.48,11210.22,0.05,10649.71,878.29,15.60,730.95,2.78,0.31,2025-02-03,5,1.00,2062.96
ITAD-001082,Server,1.53,29.74,North America,2193.69,8.00,Refurbished,True,596.34,True,0.92,Refurb Specialist,3130.43,5762.43,0.08,5301.44,1139.32,31.23,937.20,3.17,0.42,2024-10-19,2,1.00,866.30
ITAD-001083,Tablet,0.72,0.35,North America,395.75,8.20,Refurbished,True,20.00,True,0.94,B2B Direct,557.87,1406.13,0.05,1335.82,86.55,0.37,73.20,1.52,0.42,2025-05-30,11,1.15,3502.54
ITAD-001084,Server,4.19,23.04,Latin America,3724.58,6.90,Refurbished,True,301.03,True,0.83,Online Marketplace,2600.70,2520.12,0.12,2217.71,1058.53,20.16,879.59,3.28,0.35,2025-02-27,2,1.00,595.80
ITAD-001085,Laptop,1.13,2.25,North America,1114.05,9.30,Refurbished,True,169.70,True,0.95,Online Marketplace,1519.02,1333.97,0.12,1173.90,254.64,2.36,214.08,2.32,0.42,2024-09-22,11,1.15,686.08
ITAD-001086,Smartphone,4.88,0.15,North America,191.71,4.00,Fair,False,0.00,False,0.00,Refurb Specialist,30.12,52.64,0.08,48.43,62.99,0.00,53.54,0.99,0.42,2024-12-07,5,1.00,274.61
ITAD-001087,Printer,0.43,19.46,North America,1095.22,9.30,Refurbished,True,150.75,True,0.95,B2B Direct,1647.44,3940.70,0.05,3743.66,246.52,20.44,189.10,3.47,0.42,2025-05-09,4,1.00,2514.10
ITAD-001088,Smartphone,1.82,0.24,Asia Pacific,123.08,6.50,Refurbished,True,33.04,True,0.80,Online Marketplace,94.83,92.52,0.12,81.42,24.88,0.41,20.73,3.26,0.68,2025-03-14,10,1.15,179.99
ITAD-001089,Desktop,5.29,8.29,Asia Pacific,1058.99,4.60,Fair,True,267.15,False,0.65,B2B Direct,352.08,719.83,0.05,683.83,362.16,0.00,307.83,1.18,0.68,2025-03-10,8,1.00,169.45
ITAD-001090,Smartphone,0.74,0.17,North America,204.43,10.00,Refurbished,True,26.92,True,0.95,Online Marketplace,279.53,252.48,0.12,222.18,79.67,0.18,67.54,1.52,0.42,2025-05-26,9,1.15,837.74
ITAD-001091,Smartphone,8.60,0.20,North America,406.99,1.00,Poor,False,0.00,False,0.00,B2B Direct,7.33,17.23,0.05,16.37,53.03,0.18,7.95,0.00,0.42,2025-03-27,10,1.15,42.34
