asset_id,equipment_type,region,carbon_savings_kg,lifecycle_extension_years,refurbishment_success
ITAD-001484,Server,North America,742.37,1.02,False
ITAD-001485,Smartphone,North America,7.7,0.0,False
ITAD-001486,Tablet,Europe,45.05,1.42,False
ITAD-001487,Monitor,Europe,238.24,0.52,False
ITAD-001488,Laptop,Asia Pacific,42.77,0.0,False
ITAD-001489,Tablet,Europe,9.31,0.0,False
ITAD-001490,Server,North America,1054.5,2.28,True
ITAD-001491,Tablet,Asia Pacific,81.27,2.56,True
ITAD-001492,Laptop,North America,320.47,1.59,True
ITAD-001493,Tablet,Europe,16.85,0.0,False
ITAD-001494,Printer,Asia Pacific,274.59,3.34,True
ITAD-001495,Tablet,Asia Pacific,54.52,2.84,True
ITAD-001496,Tablet,Europe,66.61,2.76,True
ITAD-001497,Printer,Asia Pacific,308.57,2.1,True
ITAD-001498,Smartphone,Europe,65.97,2.61,True
ITAD-001499,Printer,North America,167.0,3.05,True
ITAD-001500,Server,North America,1211.26,1.14,False
ITAD-001501,Tablet,North America,14.98,0.0,False
ITAD-001502,Smartphone,Europe,55.55,2.36,True
ITAD-001503,Monitor,Asia Pacific,204.83,1.58,True
ITAD-001504,Smartphone,North America,44.13,3.0,True
ITAD-001505,Printer,Europe,257.52,1.74,True
ITAD-001506,Monitor,North America,169.24,2.24,False
ITAD-001507,Desktop,Europe,319.49,2.08,True
ITAD-001508,Printer,Asia Pacific,308.84,2.65,True
ITAD-001509,Smartphone,Europe,67.86,1.29,False
ITAD-001510,Monitor,North America,174.61,3.17,True
ITAD-001511,Printer,Latin America,234.24,3.48,True
ITAD-001512,Server,Europe,1230.6,2.22,True
ITAD-001513,Laptop,Latin America,269.66,2.72,True
ITAD-001514,Monitor,Asia Pacific,163.42,1.66,False
ITAD-001515,Printer,Europe,308.35,3.21,True
ITAD-001516,Server,North America,896.29,3.08,True
ITAD-001517,Desktop,Europe,328.98,2.8,True
ITAD-001518,Tablet,North America,87.37,1.92,True
ITAD-001519,Smartphone,Europe,48.65,1.92,True
ITAD-001520,Smartphone,Europe,7.63,0.0,False
ITAD-001521,Desktop,Europe,321.58,1.61,True
ITAD-001522,Desktop,Asia Pacific,414.13,2.75,True
ITAD-001523,Server,Asia Pacific,655.4,2.71,True
ITAD-001524,Server,North America,867.04,3.19,True
ITAD-001525,Server,North America,736.36,2.82,True
ITAD-001526,Smartphone,Europe,27.36,2.0,True
ITAD-001527,Smartphone,Asia Pacific,25.43,3.49,True
ITAD-001528,Printer,Middle East & Africa,231.53,0.71,False
ITAD-001529,Smartphone,Latin America,46.36,3.13,True
ITAD-001530,Monitor,Latin America,167.01,3.48,True
ITAD-001531,Printer,Europe,272.83,1.82,True
ITAD-001532,Tablet,Europe,11.03,0.0,False
ITAD-001533,Monitor,Europe,134.76,1.86,True
ITAD-001534,Tablet,Asia Pacific,56.8,2.28,True
ITAD-001535,Tablet,Latin America,70.09,2.5,True
ITAD-001536,Laptop,Latin America,243.38,2.51,True
ITAD-001537,Tablet,Europe,45.66,2.1,True
ITAD-001538,Smartphone,Europe,25.57,1.23,False
ITAD-001539,Desktop,Europe,424.32,2.69,True
ITAD-001540,Laptop,North America,254.59,2.13,True
ITAD-001541,Server,Asia Pacific,686.2,2.7,True
ITAD-001542,Printer,Europe,210.89,3.11,True
ITAD-001543,Smartphone,Asia Pacific,4.59,0.0,False
ITAD-001544,Printer,Europe,306.14,2.7,True
ITAD-001545,Printer,North America,302.91,1.86,True
ITAD-001546,Printer,Europe,301.41,2.78,True
ITAD-001547,Printer,North America,182.7,3.31,True
ITAD-001548,Desktop,Asia Pacific,408.79,2.13,True
ITAD-001549,Desktop,Europe,393.43,2.47,True
ITAD-001550,Laptop,Europe,39.05,0.0,False
ITAD-001551,Desktop,North America,313.06,1.57,True
ITAD-001552,Monitor,Europe,195.41,0.72,False
ITAD-001553,Printer,Middle East & Africa,317.67,2.79,True
ITAD-001554,Server,Latin America,663.42,2.15,True
ITAD-001555,Monitor,North America,174.15,3.17,True
ITAD-001556,Printer,Asia Pacific,269.2,3.22,True
ITAD-001557,Laptop,Asia Pacific,241.25,3.42,True
ITAD-001558,Server,North America,1037.65,2.93,True
ITAD-001559,Smartphone,North America,7.66,0.0,False
ITAD-001560,Desktop,Asia Pacific,358.33,1.7,True
ITAD-001561,Tablet,North America,99.24,2.88,True
ITAD-001562,Smartphone,Asia Pacific,17.09,1.52,True
ITAD-001563,Smartphone,Asia Pacific,59.0,0.81,False
ITAD-001564,Smartphone,North America,25.15,0.98,False
ITAD-001565,Tablet,Latin America,65.75,2.68,True
ITAD-001566,Tablet,North America,76.16,3.47,True
ITAD-001567,Server,Asia Pacific,1230.56,1.96,True
ITAD-001568,Desktop,North America,62.9,0.0,False
ITAD-001569,Tablet,North America,89.26,2.11,True
ITAD-001570,Monitor,North America,220.6,1.62,True
ITAD-001571,Server,Europe,806.28,2.97,True
ITAD-001572,Tablet,Europe,8.11,0.0,False
ITAD-001573,Monitor,North America,122.8,3.07,True
ITAD-001574,Printer,Europe,154.34,1.57,True
ITAD-001575,Monitor,Asia Pacific,228.05,2.67,True
ITAD-001576,Desktop,Europe,439.95,2.54,True
ITAD-001577,Desktop,Europe,80.36,0.0,False
ITAD-001578,Printer,Asia Pacific,174.45,1.58,True
ITAD-001579,Printer,Europe,259.66,0.95,False
ITAD-001580,Server,North America,1118.04,3.27,True
ITAD-001581,Desktop,North America,335.94,1.28,False
ITAD-001582,Smartphone,North America,41.66,2.76,True
ITAD-001583,Laptop,Europe,278.69,1.55,True
ITAD-001584,Desktop,North America,365.74,3.27,True
ITAD-001585,Monitor,North America,184.34,3.13,True
ITAD-001586,Server,Latin America,1112.78,1.91,True
ITAD-001587,Smartphone,Asia Pacific,63.19,1.61,False
ITAD-001588,Desktop,North America,401.4,2.67,True
ITAD-001589,Server,North America,763.86,2.06,True
ITAD-001590,Desktop,Europe,360.07,1.03,False
ITAD-001591,Monitor,Asia Pacific,226.19,1.08,False
ITAD-001592,Tablet,North America,96.84,1.03,False
ITAD-001593,Laptop,North America,294.66,2.4,False
ITAD-001594,Monitor,Europe,186.95,2.71,True
ITAD-001595,Smartphone,Asia Pacific,8.27,0.0,False
ITAD-001596,Smartphone,North America,11.66,0.0,False
ITAD-001597,Desktop,North America,438.3,1.25,False
ITAD-001598,Printer,Asia Pacific,192.82,1.25,False
ITAD-001599,Server,Europe,929.18,1.9,True
ITAD-001600,Monitor,Latin America,220.48,0.73,False
ITAD-001601,Desktop,Asia Pacific,359.98,1.62,True
ITAD-001602,Laptop,Middle East & Africa,205.36,1.14,False
ITAD-001603,Desktop,North America,391.79,3.22,True
ITAD-001604,Server,North America,1228.12,3.49,True
ITAD-001605,Tablet,Europe,78.08,1.93,True
ITAD-001606,Smartphone,Asia Pacific,45.43,1.77,True
ITAD-001607,Server,North America,820.47,3.24,True
ITAD-001608,Smartphone,Asia Pacific,10.54,0.0,False
ITAD-001609,Desktop,North America,473.23,3.32,True
ITAD-001610,Monitor,North America,228.74,2.96,True
ITAD-001611,Monitor,North America,149.64,3.02,True
ITAD-001612,Printer,Asia Pacific,228.28,2.71,True
ITAD-001613,Printer,Asia Pacific,221.72,1.84,True
ITAD-001614,Tablet,North America,95.82,0.85,False
ITAD-001615,Printer,Asia Pacific,190.35,1.57,True
ITAD-001616,Smartphone,Latin America,9.12,0.0,False
ITAD-001617,Tablet,Latin America,75.07,1.69,False
ITAD-001618,Smartphone,North America,30.12,1.6,True
ITAD-001619,Monitor,North America,181.69,2.88,True
ITAD-001620,Server,Middle East & Africa,760.56,1.54,True
ITAD-001621,Tablet,Asia Pacific,48.56,3.03,True
ITAD-001622,Monitor,Asia Pacific,165.18,2.78,True
ITAD-001623,Desktop,North America,500.23,3.39,True
ITAD-001624,Smartphone,North America,5.34,0.0,False
ITAD-001625,Server,Asia Pacific,1121.86,2.43,True
ITAD-001626,Tablet,Europe,10.69,0.0,False
ITAD-001627,Server,Europe,1249.31,2.52,True
ITAD-001628,Server,Asia Pacific,1227.11,2.98,True
ITAD-001629,Printer,North America,272.02,1.65,True
ITAD-001630,Printer,North America,200.29,3.09,True
ITAD-001631,Printer,Asia Pacific,303.79,1.69,False
ITAD-001632,Laptop,North America,325.27,0.98,False
ITAD-001633,Tablet,Asia Pacific,97.34,2.6,True
ITAD-001634,Laptop,Europe,195.81,2.59,True
ITAD-001635,Server,Europe,1244.74,2.78,True
ITAD-001636,Server,North America,1001.63,3.39,True
ITAD-001637,Printer,Asia Pacific,210.37,3.09,True
ITAD-001638,Printer,North America,138.39,3.1,True
ITAD-001639,Monitor,Asia Pacific,219.91,3.44,True
ITAD-001640,Tablet,North America,99.82,3.45,True
ITAD-001641,Server,North America,998.85,1.92,True
ITAD-001642,Server,North America,1045.12,3.34,True
ITAD-001643,Printer,North America,27.65,0.0,False
ITAD-001644,Laptop,Europe,240.99,2.04,True
ITAD-001645,Laptop,Asia Pacific,311.43,3.3,True
ITAD-001646,Tablet,Middle East & Africa,96.93,1.0,False
ITAD-001647,Laptop,Middle East & Africa,184.85,0.92,False
ITAD-001648,Monitor,Europe,211.57,1.66,True
ITAD-001649,Server,Latin America,727.84,2.24,True
ITAD-001650,Monitor,North America,128.26,3.23,True
ITAD-001651,Desktop,Asia Pacific,332.47,1.87,True
ITAD-001652,Desktop,North America,297.97,2.28,True
ITAD-001653,Smartphone,North America,46.22,2.0,True
ITAD-001654,Printer,Latin America,276.36,0.54,False
ITAD-001655,Tablet,Asia Pacific,83.41,3.07,True
ITAD-001656,Smartphone,North America,3.96,0.0,False
ITAD-001657,Server,North America,1221.0,2.59,True
ITAD-001658,Server,North America,1155.14,3.15,True
ITAD-001659,Desktop,Asia Pacific,325.85,3.19,True
ITAD-001660,Smartphone,Europe,48.86,1.75,True
ITAD-001661,Printer,Europe,261.38,1.66,True
ITAD-001662,Monitor,Latin America,183.44,2.81,True
ITAD-001663,Server,North America,720.98,2.38,True
ITAD-001664,Monitor,Europe,241.77,2.07,True
ITAD-001665,Desktop,Asia Pacific,88.82,0.0,False
ITAD-001666,Smartphone,Europe,48.72,1.8,True
ITAD-001667,Monitor,Europe,236.1,2.66,True
ITAD-001668,Smartphone,Europe,52.37,1.18,False
ITAD-001669,Printer,North America,188.96,2.98,True
ITAD-001670,Smartphone,Europe,64.69,2.81,True
ITAD-001671,Server,North America,1012.7,1.95,True
ITAD-001672,Desktop,Europe,459.12,1.57,True
ITAD-001673,Laptop,Latin America,319.22,1.96,True
ITAD-001674,Monitor,North America,37.48,0.0,False
ITAD-001675,Server,North America,795.27,2.67,True
ITAD-001676,Monitor,Europe,146.83,2.67,True
ITAD-001677,Tablet,Middle East & Africa,60.12,3.14,True
ITAD-001678,Tablet,North America,90.57,1.46,False
ITAD-001679,Tablet,Asia Pacific,79.21,0.79,False
ITAD-001680,Server,North America,1111.26,1.68,True
ITAD-001681,Printer,Asia Pacific,258.33,1.72,True
ITAD-001682,Tablet,North America,74.91,3.04,True
ITAD-001683,Laptop,Europe,206.91,2.05,True
ITAD-001684,Desktop,Latin America,325.99,0.81,False
ITAD-001685,Monitor,Europe,151.61,2.12,True
ITAD-001686,Tablet,Europe,88.06,1.51,True
ITAD-001687,Smartphone,North America,32.25,3.21,True
ITAD-001688,Printer,Europe,320.45,0.58,False
ITAD-001689,Laptop,Asia Pacific,204.07,3.1,True
ITAD-001690,Smartphone,Asia Pacific,46.77,1.58,True
ITAD-001691,Printer,North America,143.99,2.33,True
ITAD-001692,Server,Asia Pacific,1226.11,2.33,False
ITAD-001693,Desktop,Europe,364.2,2.05,False
ITAD-001694,Monitor,North America,210.06,3.35,True
ITAD-001695,Laptop,Asia Pacific,283.56,3.33,True
ITAD-001696,Tablet,Europe,78.06,1.05,False
ITAD-001697,Server,North America,721.0,1.95,False
ITAD-001698,Laptop,North America,248.1,1.64,True
ITAD-001699,Server,Europe,933.03,1.84,True
ITAD-001700,Laptop,Middle East & Africa,274.71,1.94,True
ITAD-001701,Desktop,Asia Pacific,292.4,2.95,True
ITAD-001702,Smartphone,North America,63.98,3.44,True
ITAD-001703,Laptop,Europe,227.58,2.04,True
ITAD-001704,Server,Latin America,1050.6,2.49,True
ITAD-001705,Tablet,Latin America,11.78,0.0,False
ITAD-001706,Server,North America,827.23,2.42,False
ITAD-001707,Desktop,Asia Pacific,345.94,1.18,False
ITAD-001708,Laptop,Asia Pacific,176.29,2.3,True
ITAD-001709,Server,North America,991.33,1.28,False
ITAD-001710,Monitor,North America,228.32,1.24,False
ITAD-001711,Monitor,North America,163.31,3.38,True
ITAD-001712,Desktop,North America,476.24,3.43,True
ITAD-001713,Laptop,North America,267.38,2.88,True
ITAD-001714,Monitor,North America,235.53,1.78,True
ITAD-001715,Smartphone,Asia Pacific,21.51,2.06,True
ITAD-001716,Smartphone,North America,21.51,2.57,True
ITAD-001717,Smartphone,North America,53.58,2.22,True
ITAD-001718,Smartphone,Latin America,9.4,0.0,False
ITAD-001719,Desktop,Europe,406.32,1.87,True
ITAD-001720,Tablet,Latin America,11.74,0.0,False
ITAD-001721,Tablet,North America,65.58,2.92,True
ITAD-001722,Smartphone,Latin America,5.44,0.0,False
ITAD-001723,Tablet,Europe,71.51,3.12,True
ITAD-001724,Monitor,North America,200.83,1.66,True
ITAD-001725,Tablet,North America,9.03,0.0,False
ITAD-001726,Laptop,North America,200.66,1.88,True
ITAD-001727,Printer,North America,230.53,2.94,True
ITAD-001728,Server,Europe,855.56,3.44,True
ITAD-001729,Printer,North America,166.01,2.61,True
ITAD-001730,Tablet,Asia Pacific,98.98,1.98,True
ITAD-001731,Server,Asia Pacific,1055.2,2.27,True
ITAD-001732,Smartphone,Asia Pacific,32.54,0.98,False
ITAD-001733,Printer,Latin America,173.02,2.88,True
ITAD-001734,Smartphone,Asia Pacific,23.54,0.6,False
ITAD-001735,Laptop,Europe,53.4,0.0,False
ITAD-001736,Printer,North America,173.52,2.48,True
ITAD-001737,Laptop,North America,30.43,0.0,False
ITAD-001738,Smartphone,North America,44.68,3.34,True
ITAD-001739,Monitor,North America,171.52,2.33,True
ITAD-001740,Desktop,Europe,423.98,1.79,True
ITAD-001741,Desktop,Asia Pacific,373.8,1.87,True
ITAD-001742,Monitor,Middle East & Africa,223.1,2.45,True
ITAD-001743,Laptop,North America,33.04,0.0,False
ITAD-001744,Monitor,Asia Pacific,145.89,1.58,True
ITAD-001745,Tablet,Europe,64.21,3.23,True
ITAD-001746,Laptop,North America,228.1,2.97,True
ITAD-001747,Smartphone,Europe,19.59,2.56,True
ITAD-001748,Server,North America,899.64,1.0,False
ITAD-001749,Monitor,Latin America,134.52,2.45,True
ITAD-001750,Smartphone,North America,65.61,3.29,True
ITAD-001751,Monitor,Europe,150.61,2.09,True
ITAD-001752,Tablet,Europe,97.77,2.07,True
ITAD-001753,Monitor,Asia Pacific,183.31,1.12,False
ITAD-001754,Printer,North America,27.19,0.0,False
ITAD-001755,Smartphone,Asia Pacific,18.45,2.14,True
ITAD-001756,Smartphone,North America,25.88,2.6,True
ITAD-001757,Smartphone,Europe,44.49,1.98,True
ITAD-001758,Printer,Europe,244.91,3.16,True
ITAD-001759,Tablet,North America,96.64,2.2,False
ITAD-001760,Desktop,North America,402.13,3.15,True
ITAD-001761,Desktop,North America,493.99,2.89,True
ITAD-001762,Desktop,North America,401.32,1.05,False
ITAD-001763,Monitor,North America,195.42,2.3,True
ITAD-001764,Tablet,Asia Pacific,11.45,0.0,False
ITAD-001765,Server,Asia Pacific,995.86,2.44,False
ITAD-001766,Desktop,North America,338.76,2.03,True
ITAD-001767,Tablet,Asia Pacific,63.51,2.85,True
ITAD-001768,Server,North America,1049.0,2.4,True
ITAD-001769,Server,Asia Pacific,832.87,2.27,True
ITAD-001770,Smartphone,North America,46.92,2.97,True
ITAD-001771,Printer,Asia Pacific,276.46,2.84,True
ITAD-001772,Tablet,Asia Pacific,62.26,2.31,True
ITAD-001773,Monitor,Asia Pacific,179.58,3.5,True
ITAD-001774,Printer,Asia Pacific,284.55,1.62,True
ITAD-001775,Laptop,Asia Pacific,289.04,2.87,True
ITAD-001776,Printer,Latin America,298.28,2.36,True
ITAD-001777,Monitor,Europe,188.8,2.65,True
ITAD-001778,Printer,North America,286.12,1.23,False
ITAD-001779,Laptop,Europe,183.26,1.08,False
ITAD-001780,Server,North America,663.71,2.19,True
ITAD-001781,Printer,Europe,189.16,2.37,True
ITAD-001782,Laptop,Europe,204.82,3.32,True
ITAD-001783,Laptop,Europe,315.18,2.45,True
ITAD-001784,Laptop,North America,244.66,2.14,True
ITAD-001785,Smartphone,Latin America,36.84,3.25,True
ITAD-001786,Monitor,North America,173.76,2.21,True
ITAD-001787,Desktop,North America,298.66,1.81,True
ITAD-001788,Tablet,North America,58.52,0.99,False
ITAD-001789,Laptop,Asia Pacific,193.23,2.75,True
ITAD-001790,Monitor,North America,182.43,2.03,True
ITAD-001791,Laptop,Europe,286.55,0.82,False
ITAD-001792,Monitor,Asia Pacific,149.27,2.62,True
ITAD-001793,Desktop,Asia Pacific,308.83,3.36,True
ITAD-001794,Printer,North America,141.18,2.1,True
ITAD-001795,Laptop,North America,266.82,1.7,True
ITAD-001796,Desktop,North America,455.0,3.42,True
ITAD-001797,Monitor,Europe,229.08,2.8,True
ITAD-001798,Laptop,Asia Pacific,309.53,2.79,True
ITAD-001799,Monitor,Europe,238.04,2.65,True
ITAD-001800,Smartphone,Asia Pacific,7.4,0.0,False
ITAD-001801,Laptop,North America,279.76,0.96,False
ITAD-001802,Monitor,Asia Pacific,222.54,2.78,True
ITAD-001803,Server,Europe,900.5,3.2,True
ITAD-001804,Printer,Latin America,314.0,1.8,True
ITAD-001805,Printer,North America,272.09,2.6,True
ITAD-001806,Printer,North America,191.65,3.23,True
ITAD-001807,Laptop,North America,260.88,2.36,True
ITAD-001808,Desktop,North America,488.63,1.57,True
ITAD-001809,Tablet,North America,52.05,1.63,True
ITAD-001810,Monitor,Asia Pacific,141.05,2.78,True
ITAD-001811,Monitor,North America,212.98,3.34,True
ITAD-001812,Desktop,Europe,308.69,2.04,True
ITAD-001813,Laptop,Latin America,297.67,2.1,True
ITAD-001814,Smartphone,Asia Pacific,40.18,0.69,False
ITAD-001815,Laptop,Europe,176.85,2.3,True
ITAD-001816,Server,North America,1117.42,1.05,False
ITAD-001817,Monitor,Europe,205.84,2.87,True
ITAD-001818,Server,North America,1249.74,3.39,True
ITAD-001819,Desktop,Europe,457.97,2.21,True
ITAD-001820,Monitor,Asia Pacific,191.21,3.43,True
ITAD-001821,Desktop,Latin America,488.78,2.87,True
ITAD-001822,Smartphone,Europe,55.81,2.23,True
ITAD-001823,Tablet,Asia Pacific,59.93,0.99,False
ITAD-001824,Tablet,Europe,16.84,0.0,False
ITAD-001825,Printer,Europe,296.69,2.71,True
ITAD-001826,Tablet,Europe,15.44,0.0,False
ITAD-001827,Printer,Latin America,161.75,2.64,True
ITAD-001828,Laptop,North America,309.8,2.6,True
ITAD-001829,Printer,Europe,311.03,3.49,True
ITAD-001830,Tablet,North America,12.4,0.0,False
ITAD-001831,Laptop,Europe,187.54,2.01,True
ITAD-001832,Tablet,Asia Pacific,16.7,0.0,False
ITAD-001833,Tablet,Asia Pacific,57.99,2.35,True
ITAD-001834,Smartphone,Europe,35.89,1.46,False
ITAD-001835,Desktop,Europe,431.71,2.8,True
ITAD-001836,Smartphone,Asia Pacific,43.99,1.9,True
ITAD-001837,Laptop,Middle East & Africa,45.36,0.0,False
ITAD-001838,Server,Europe,927.52,1.98,True
ITAD-001839,Server,Asia Pacific,816.06,2.26,True
ITAD-001840,Server,North America,902.44,2.57,True
ITAD-001841,Server,Middle East & Africa,1054.85,2.58,True
ITAD-001842,Laptop,North America,206.53,3.13,True
ITAD-001843,Tablet,Latin America,57.92,0.85,False
ITAD-001844,Monitor,Europe,192.98,2.1,True
ITAD-001845,Laptop,Europe,284.78,1.65,True
ITAD-001846,Desktop,North America,357.62,1.99,True
ITAD-001847,Printer,Asia Pacific,312.62,2.05,False
ITAD-001848,Smartphone,North America,34.0,3.04,True
ITAD-001849,Laptop,Europe,264.59,2.62,True
ITAD-001850,Smartphone,North America,9.43,0.0,False
ITAD-001851,Smartphone,Europe,6.36,0.0,False
ITAD-001852,Smartphone,Europe,45.21,3.01,True
ITAD-001853,Smartphone,Asia Pacific,44.75,1.84,True
ITAD-001854,Desktop,North America,435.6,1.68,True
ITAD-001855,Monitor,Europe,174.41,2.43,True
ITAD-001856,Laptop,Europe,235.37,3.2,True
ITAD-001857,Monitor,North America,131.32,1.62,True
ITAD-001858,Server,North America,703.41,1.61,True
ITAD-001859,Smartphone,Latin America,17.98,1.56,True
ITAD-001860,Smartphone,Asia Pacific,29.55,1.72,True
ITAD-001861,Server,Europe,985.03,0.61,False
ITAD-001862,Server,Europe,794.94,2.43,False
ITAD-001863,Server,Europe,1100.79,1.25,False
ITAD-001864,Desktop,North America,453.16,1.75,False
ITAD-001865,Printer,Europe,261.92,2.37,False
ITAD-001866,Tablet,Asia Pacific,97.57,3.25,True
ITAD-001867,Smartphone,Europe,4.02,0.0,False
ITAD-001868,Tablet,Latin America,9.27,0.0,False
ITAD-001869,Server,Latin America,1208.21,2.83,True
ITAD-001870,Laptop,Asia Pacific,307.38,1.7,False
ITAD-001871,Desktop,Asia Pacific,298.4,2.48,True
ITAD-001872,Printer,North America,255.61,1.94,True
ITAD-001873,Monitor,North America,240.37,2.4,True
ITAD-001874,Desktop,Europe,81.31,0.0,False
ITAD-001875,Tablet,Asia Pacific,47.16,3.49,True
ITAD-001876,Laptop,North America,327.75,2.01,False
ITAD-001877,Printer,North America,308.55,3.43,True
ITAD-001878,Tablet,Europe,61.6,2.44,True
ITAD-001879,Tablet,Asia Pacific,82.2,3.0,True
ITAD-001880,Server,Europe,934.3,2.95,True
ITAD-001881,Desktop,Europe,333.78,2.38,True
ITAD-001882,Tablet,Asia Pacific,68.22,2.0,False
ITAD-001883,Monitor,Asia Pacific,236.79,1.65,True
ITAD-001884,Monitor,Asia Pacific,146.2,3.01,True
ITAD-001885,Desktop,Europe,326.19,1.56,True
ITAD-001886,Monitor,Europe,44.91,0.0,False
ITAD-001887,Monitor,Europe,192.96,1.97,False
ITAD-001888,Smartphone,North America,6.04,0.0,False
ITAD-001889,Tablet,Latin America,65.99,1.55,True
ITAD-001890,Tablet,Latin America,95.04,1.43,False
ITAD-001891,Desktop,North America,351.32,0.54,False
ITAD-001892,Monitor,North America,199.56,0.81,False
ITAD-001893,Server,Latin America,852.38,1.73,True
ITAD-001894,Smartphone,Europe,43.85,2.79,True
ITAD-001895,Monitor,North America,129.36,3.34,True
ITAD-001896,Server,Latin America,670.68,1.58,True
ITAD-001897,Laptop,Europe,33.05,0.0,False
ITAD-001898,Desktop,Europe,388.89,2.05,True
ITAD-001899,Printer,North America,232.51,1.17,False
ITAD-001900,Laptop,North America,38.49,0.0,False
ITAD-001901,Smartphone,North America,21.96,3.14,True
ITAD-001902,Server,Latin America,928.95,1.8,True
ITAD-001903,Tablet,North America,88.24,3.01,True
ITAD-001904,Monitor,Asia Pacific,181.08,3.13,True
ITAD-001905,Laptop,Europe,323.63,0.53,False
ITAD-001906,Server,Latin America,1122.06,1.69,True
ITAD-001907,Smartphone,North America,41.35,3.39,True
ITAD-001908,Server,North America,1165.13,0.73,False
ITAD-001909,Tablet,North America,50.96,1.68,True
ITAD-001910,Printer,Asia Pacific,238.44,2.72,True
ITAD-001911,Tablet,Latin America,86.36,2.05,True
ITAD-001912,Monitor,North America,182.55,3.04,True
ITAD-001913,Monitor,North America,198.77,2.62,True
ITAD-001914,Monitor,North America,239.6,1.46,False
ITAD-001915,Server,North America,1175.29,1.57,True
ITAD-001916,Smartphone,Asia Pacific,58.95,0.71,False
ITAD-001917,Monitor,Asia Pacific,182.89,2.55,True
ITAD-001918,Smartphone,Asia Pacific,32.2,2.86,True
ITAD-001919,Server,North America,657.49,2.28,True
ITAD-001920,Printer,Europe,229.4,2.23,False
ITAD-001921,Printer,Europe,286.07,2.66,True
ITAD-001922,Smartphone,Latin America,37.1,2.64,True
ITAD-001923,Desktop,Latin America,358.95,2.19,True
ITAD-001924,Monitor,Europe,202.06,3.48,True
ITAD-001925,Tablet,North America,74.64,3.48,True
ITAD-001926,Smartphone,Asia Pacific,19.75,3.36,True
ITAD-001927,Laptop,North America,209.25,1.6,True
ITAD-001928,Printer,Latin America,250.76,2.26,True
ITAD-001929,Laptop,Europe,290.01,1.95,True
ITAD-001930,Monitor,Asia Pacific,216.09,1.53,True
ITAD-001931,Server,North America,1144.48,3.28,True
ITAD-001932,Desktop,Latin America,386.67,3.14,True
ITAD-001933,Laptop,Middle East & Africa,330.97,3.32,True
ITAD-001934,Tablet,North America,98.59,3.22,True
ITAD-001935,Printer,North America,132.91,2.89,True
ITAD-001936,Monitor,Asia Pacific,188.93,3.41,True
ITAD-001937,Monitor,North America,193.77,2.73,True
ITAD-001938,Laptop,North America,278.75,2.22,True
ITAD-001939,Tablet,Latin America,45.4,2.14,True
ITAD-001940,Monitor,Europe,137.1,2.01,True
ITAD-001941,Smartphone,North America,67.69,2.55,True
ITAD-001942,Desktop,North America,488.01,2.87,True
ITAD-001943,Server,Asia Pacific,783.37,3.18,True
ITAD-001944,Monitor,Europe,218.51,2.39,True
ITAD-001945,Desktop,Latin America,305.8,2.98,True
ITAD-001946,Printer,Europe,207.24,2.65,True
ITAD-001947,Laptop,Europe,253.97,0.63,False
ITAD-001948,Monitor,North America,170.22,2.85,True
ITAD-001949,Printer,Europe,208.91,1.74,True
ITAD-001950,Monitor,Europe,241.62,0.83,False
ITAD-001951,Desktop,North America,425.84,2.44,True
ITAD-001952,Printer,North America,329.02,2.68,True
ITAD-001953,Server,Asia Pacific,967.22,3.47,True
ITAD-001954,Tablet,Europe,97.71,3.31,True
ITAD-001955,Laptop,Latin America,241.91,2.51,True
ITAD-001956,Tablet,Europe,84.7,1.83,True
ITAD-001957,Monitor,Middle East & Africa,140.19,3.43,True
ITAD-001958,Monitor,Europe,172.02,2.1,True
ITAD-001959,Desktop,Asia Pacific,295.67,1.69,True
ITAD-001960,Server,North America,1131.82,2.4,True
ITAD-001961,Monitor,Asia Pacific,133.86,2.16,True
ITAD-001962,Monitor,North America,152.8,1.57,True
ITAD-001963,Printer,Europe,182.7,2.5,False
ITAD-001964,Tablet,Europe,50.85,3.38,True
ITAD-001965,Tablet,Europe,77.66,3.24,True
ITAD-001966,Laptop,Latin America,225.57,2.79,True
ITAD-001967,Desktop,Asia Pacific,432.34,0.83,False
ITAD-001968,Server,Europe,1226.41,2.5,True
ITAD-001969,Desktop,Asia Pacific,390.69,2.93,True
ITAD-001970,Server,Asia Pacific,1061.67,1.88,True
ITAD-001971,Laptop,Europe,174.21,3.29,True
ITAD-001972,Server,Asia Pacific,819.16,2.89,True
ITAD-001973,Printer,Asia Pacific,294.66,2.42,True
ITAD-001974,Printer,North America,167.74,1.0,False
ITAD-001975,Monitor,Asia Pacific,131.06,1.81,True
ITAD-001976,Monitor,Latin America,226.98,3.15,True
ITAD-001977,Printer,Asia Pacific,249.33,2.82,True
ITAD-001978,Smartphone,Latin America,19.09,3.06,True
ITAD-001979,Printer,Asia Pacific,261.16,1.06,False
ITAD-001980,Smartphone,North America,33.08,2.39,True
ITAD-001981,Printer,Asia Pacific,161.9,3.22,True
ITAD-001982,Desktop,Europe,402.25,3.12,True
ITAD-001983,Desktop,Latin America,427.05,1.83,True
ITAD-001984,Desktop,Asia Pacific,376.57,3.24,True
ITAD-001985,Server,North America,944.02,1.65,True
ITAD-001986,Printer,Europe,271.31,2.8,True
ITAD-001987,Server,North America,1026.56,1.5,True
ITAD-001988,Smartphone,Asia Pacific,39.18,3.2,True
