asset_id,equipment_type,asset_age_years,weight_kg,region,original_purchase_price_usd,condition_score,product_condition,can_refurbish,refurbishment_cost_usd,refurbishment_success,refurbishment_success_probability,sales_channel,market_value_usd,final_sale_price_usd,channel_commission_rate,net_revenue_usd,carbon_new_manufacturing_kg,carbon_refurb_process_kg,carbon_savings_kg,lifecycle_extension_years,grid_carbon_intensity_kg_co2_kwh,processing_date,processing_month,seasonal_demand_multiplier,roi_percent
ITAD-000869,Desktop,4.9,13.33,North America,428.93,7.1,Refurbished,True,189.61,True,0.846,B2B Direct,396.01,989.06,0.05,939.61,451.84,13.99,370.07,2.9,0.42,2025-08-15,2,1.0,421.64
ITAD-000870,Monitor,4.32,6.12,Asia Pacific,270.84,5.9,Refurbished,True,151.24,True,0.753,B2B Direct,213.18,510.31,0.05,484.8,150.84,10.4,117.81,1.59,0.68,2024-11-04,7,1.0,237.41
ITAD-000871,Server,0.13,21.44,Asia Pacific,3596.46,10.0,Refurbished,True,586.77,True,0.95,B2B Direct,3945.2,9073.93,0.05,8620.24,1371.6,36.45,1129.41,3.24,0.68,2024-09-11,8,1.0,1446.43
ITAD-000872,Laptop,3.52,1.61,North America,813.0,5.3,Fair,True,114.5,False,0.707,B2B Direct,415.94,1053.37,0.05,1000.7,371.59,0.0,315.85,1.18,0.42,2025-01-07,9,1.15,819.98
ITAD-000873,Server,4.27,25.68,North America,1405.45,9.2,Refurbished,True,728.69,True,0.95,B2B Direct,1672.91,4660.67,0.05,4427.64,1269.14,26.97,1051.8,2.97,0.42,2025-02-22,11,1.15,539.6
ITAD-000876,Laptop,0.88,2.41,North America,637.56,9.5,Refurbished,True,180.34,True,0.95,Retail Partner,897.7,1015.35,0.2,812.28,267.94,2.53,225.22,3.37,0.42,2025-08-14,7,1.0,463.03
ITAD-000877,Printer,0.78,20.74,Europe,1148.68,10.0,Refurbished,True,169.16,True,0.95,Retail Partner,1536.29,1761.85,0.2,1409.48,315.51,16.07,252.11,2.37,0.31,2025-03-13,9,1.15,941.54
ITAD-000878,Printer,0.23,23.06,Asia Pacific,694.74,10.0,Refurbished,True,133.41,True,0.95,Retail Partner,753.11,812.71,0.2,650.17,297.03,39.2,213.28,2.21,0.68,2024-10-22,6,1.0,509.19
ITAD-000880,Desktop,3.43,12.44,Asia Pacific,1006.15,9.4,Refurbished,True,112.06,True,0.95,B2B Direct,794.24,1975.69,0.05,1876.9,529.56,21.16,428.97,1.72,0.68,2024-09-30,1,1.08,1663.02
ITAD-000881,Server,2.04,20.25,Europe,4742.86,10.0,Refurbished,True,517.14,True,0.95,Online Marketplace,6013.0,5057.77,0.12,4450.83,1372.51,15.69,1150.94,2.88,0.31,2024-12-13,11,1.15,878.03
ITAD-000885,Server,2.55,25.57,Latin America,3872.55,8.4,Refurbished,True,642.52,True,0.95,B2B Direct,3024.07,7036.29,0.05,6684.48,921.37,22.37,760.8,1.7,0.35,2025-05-24,12,1.08,995.1
ITAD-000886,Tablet,0.6,0.64,North America,400.86,8.6,Refurbished,True,58.75,True,0.95,Online Marketplace,575.71,551.08,0.12,484.95,61.05,0.67,51.22,1.77,0.42,2025-06-29,1,1.08,837.95
ITAD-000887,Monitor,2.78,5.27,Asia Pacific,560.5,7.9,Refurbished,True,95.9,True,0.914,B2B Direct,504.56,1136.83,0.05,1079.99,243.39,8.95,197.93,1.82,0.68,2025-02-19,12,1.08,1085.43
ITAD-000890,Monitor,0.39,3.58,Latin America,1037.31,10.0,Refurbished,True,92.53,True,0.95,B2B Direct,919.15,2440.62,0.05,2318.59,180.8,3.13,150.55,2.03,0.35,2025-04-28,10,1.15,2263.63
ITAD-000891,Smartphone,1.4,0.23,North America,241.56,9.7,Refurbished,True,50.85,True,0.95,B2B Direct,289.13,731.94,0.05,695.34,61.75,0.24,52.25,2.01,0.42,2024-12-25,1,1.08,1339.41
ITAD-000894,Printer,1.81,5.35,Europe,242.46,7.9,Refurbished,True,118.2,True,0.913,B2B Direct,294.45,689.96,0.05,655.46,186.99,4.14,154.8,2.85,0.31,2025-02-07,3,1.0,483.71
ITAD-000896,Printer,1.49,9.03,Asia Pacific,1576.28,6.5,Refurbished,True,130.79,True,0.799,Online Marketplace,1525.56,1416.85,0.12,1246.83,342.91,15.35,276.13,3.22,0.68,2025-08-11,5,1.0,815.88
ITAD-000900,Desktop,0.42,13.34,Europe,1009.74,8.5,Refurbished,True,260.25,True,0.95,B2B Direct,1393.16,3518.91,0.05,3342.97,468.45,10.34,387.84,2.8,0.31,2024-10-20,10,1.15,1252.12
ITAD-000902,Printer,2.77,17.28,Asia Pacific,522.99,6.1,Refurbished,True,166.75,True,0.771,B2B Direct,444.34,1287.27,0.05,1222.91,373.47,29.38,288.07,1.58,0.68,2025-07-08,9,1.15,671.99
ITAD-000904,Printer,3.33,15.21,Europe,975.49,5.4,Fair,True,174.96,False,0.709,Online Marketplace,542.56,515.47,0.12,453.62,357.25,0.0,303.66,0.66,0.31,2025-01-13,10,1.15,194.63
ITAD-000906,Desktop,0.37,10.3,North America,1240.32,10.0,Refurbished,True,219.19,True,0.95,B2B Direct,1874.45,4732.69,0.05,4496.06,417.82,10.81,344.33,2.73,0.42,2025-05-13,9,1.15,2059.2
ITAD-000907,Server,1.36,16.01,North America,1761.97,10.0,Refurbished,True,828.16,True,0.95,Retail Partner,2540.52,3134.12,0.2,2507.3,893.38,16.81,742.56,3.26,0.42,2025-08-30,8,1.0,278.45
ITAD-000908,Laptop,0.39,1.54,Middle East & Africa,538.95,10.0,Refurbished,True,183.85,True,0.95,Online Marketplace,536.45,559.0,0.12,491.92,262.91,2.11,221.36,2.62,0.55,2025-01-31,7,1.0,204.05
ITAD-000909,Server,3.51,18.63,Europe,4957.44,7.7,Refurbished,True,870.48,True,0.896,B2B Direct,5708.42,15115.5,0.05,14359.73,1198.88,14.44,1004.61,1.84,0.31,2025-06-02,9,1.15,1636.46
ITAD-000910,Server,0.15,16.17,Latin America,4742.57,10.0,Refurbished,True,783.24,True,0.95,Online Marketplace,4280.71,4582.4,0.12,4032.51,1252.0,14.15,1050.05,3.47,0.35,2024-12-19,12,1.08,485.05
ITAD-000911,Desktop,5.3,10.37,Europe,674.73,5.7,Refurbished,True,293.96,True,0.735,Retail Partner,538.55,643.89,0.2,515.12,457.73,8.04,381.03,3.41,0.31,2025-04-06,5,1.0,119.04
ITAD-000912,Monitor,3.12,4.72,Europe,1171.12,7.8,Refurbished,True,129.25,True,0.901,Refurb Specialist,1326.77,2517.73,0.08,2316.31,242.17,3.66,202.19,2.86,0.31,2024-11-07,6,1.0,1847.93
ITAD-000914,Printer,0.38,7.57,North America,689.62,10.0,Refurbished,True,103.27,True,0.95,B2B Direct,1041.49,2349.02,0.05,2231.57,394.12,7.95,327.05,2.2,0.42,2025-02-06,7,1.0,2174.59
ITAD-000915,Laptop,3.8,1.95,Asia Pacific,1051.46,6.8,Refurbished,True,125.17,True,0.827,B2B Direct,671.86,1834.69,0.05,1742.96,250.54,3.31,209.65,2.15,0.68,2025-08-05,7,1.0,1365.79
ITAD-000916,Server,1.75,22.25,Asia Pacific,3609.14,10.0,Refurbished,True,539.96,True,0.95,B2B Direct,3600.23,8497.95,0.05,8073.06,1148.17,37.82,938.12,1.8,0.68,2025-05-23,1,1.08,1473.8
ITAD-000917,Laptop,1.16,2.55,North America,708.19,6.4,Refurbished,True,84.65,True,0.79,Refurb Specialist,962.71,1772.88,0.08,1631.05,380.17,2.67,320.47,2.13,0.42,2025-05-07,10,1.15,1994.24
ITAD-000918,Server,1.05,23.27,Europe,5723.37,10.0,Refurbished,True,703.46,True,0.95,Refurb Specialist,7705.77,14356.33,0.08,13207.83,889.85,18.04,738.34,2.26,0.31,2025-01-09,12,1.08,1940.81
ITAD-000919,Laptop,0.01,1.62,Europe,576.14,10.0,Refurbished,True,176.1,True,0.95,Online Marketplace,822.68,781.18,0.12,687.44,315.31,1.25,266.76,2.87,0.31,2025-06-28,7,1.0,343.59
ITAD-000920,Server,3.72,28.2,North America,2250.31,10.0,Refurbished,True,632.14,True,0.95,Refurb Specialist,2784.2,4436.58,0.08,4081.65,1126.18,29.61,927.64,2.86,0.42,2025-08-26,1,1.08,601.84
ITAD-000922,Server,3.34,28.7,North America,801.74,8.5,Refurbished,True,562.84,True,0.95,B2B Direct,1018.95,2622.58,0.05,2491.45,810.79,30.13,659.04,3.13,0.42,2025-08-16,11,1.15,365.96
ITAD-000923,Server,0.9,22.03,Europe,3592.32,8.3,Refurbished,True,461.23,True,0.943,Refurb Specialist,4880.7,8150.84,0.08,7498.78,971.37,17.07,808.59,1.94,0.31,2024-12-16,3,1.0,1667.21
ITAD-000924,Server,4.95,21.81,North America,4474.58,8.1,Refurbished,True,499.67,True,0.931,Online Marketplace,5061.91,4371.11,0.12,3846.57,840.2,22.9,691.27,2.41,0.42,2025-01-17,2,1.0,774.8
ITAD-000930,Printer,6.63,5.99,Latin America,1341.6,6.7,Refurbished,True,227.68,True,0.814,B2B Direct,546.74,1548.01,0.05,1470.61,247.4,5.24,205.05,2.44,0.35,2025-01-01,4,1.0,579.9
ITAD-000931,Server,0.51,19.34,Asia Pacific,2436.29,10.0,Refurbished,True,997.99,True,0.95,Online Marketplace,2616.51,2673.64,0.12,2352.81,1345.02,32.88,1110.39,2.0,0.68,2024-10-19,5,1.0,167.9
ITAD-000932,Monitor,5.37,6.33,Latin America,890.38,7.6,Refurbished,True,101.56,True,0.888,Online Marketplace,520.27,502.44,0.12,442.15,196.64,5.54,161.6,2.51,0.35,2024-10-09,9,1.15,394.71
ITAD-000933,Tablet,0.36,0.59,North America,605.2,10.0,Refurbished,True,39.41,True,0.95,B2B Direct,898.34,2567.14,0.05,2438.78,87.36,0.62,73.64,2.83,0.42,2025-03-10,8,1.0,4176.68
ITAD-000934,Desktop,1.74,8.63,Europe,1826.37,6.0,Refurbished,True,222.15,True,0.761,Retail Partner,2234.09,2830.66,0.2,2264.53,466.94,6.69,390.21,2.65,0.31,2024-09-14,4,1.0,1174.23
ITAD-000935,Server,6.01,21.77,Europe,4690.32,6.5,Refurbished,True,663.87,True,0.801,B2B Direct,4465.87,11691.12,0.05,11106.56,1254.47,16.87,1049.43,1.66,0.31,2025-08-15,4,1.0,1661.06
ITAD-000936,Printer,7.25,19.42,Asia Pacific,698.04,7.1,Refurbished,True,174.55,True,0.847,B2B Direct,305.15,760.89,0.05,722.85,311.84,33.01,232.05,1.66,0.68,2025-06-25,3,1.0,335.92
ITAD-000937,Desktop,0.1,8.45,Europe,856.07,8.6,Refurbished,True,277.6,True,0.95,Retail Partner,1213.73,1677.18,0.2,1341.74,451.01,6.55,376.81,2.86,0.31,2025-06-01,8,1.0,504.16
ITAD-000939,Monitor,4.44,7.38,Europe,656.55,8.5,Refurbished,True,114.82,True,0.95,Retail Partner,660.88,788.42,0.2,630.74,182.76,5.72,149.63,2.71,0.31,2024-09-13,6,1.0,586.66
ITAD-000940,Server,1.44,26.3,North America,1146.66,10.0,Refurbished,True,719.73,True,0.95,Online Marketplace,1645.89,1546.53,0.12,1360.94,947.29,27.61,777.59,2.54,0.42,2024-12-01,4,1.0,114.88
ITAD-000941,Monitor,0.66,6.41,Europe,1037.6,10.0,Refurbished,True,135.15,True,0.95,Retail Partner,1418.03,1831.89,0.2,1465.51,172.62,4.97,141.76,3.17,0.31,2025-01-28,10,1.15,1255.41
ITAD-000942,Monitor,4.62,3.54,Asia Pacific,1043.32,8.2,Refurbished,True,142.75,True,0.939,B2B Direct,797.72,1706.45,0.05,1621.13,197.48,6.02,161.83,2.78,0.68,2025-01-02,10,1.15,1095.4
ITAD-000945,Monitor,0.02,6.81,Europe,618.35,9.3,Refurbished,True,151.54,True,0.95,B2B Direct,883.07,2842.97,0.05,2700.82,152.92,5.28,124.7,1.72,0.31,2025-05-17,9,1.15,1776.06
ITAD-000946,Laptop,0.67,2.54,Europe,863.31,8.7,Refurbished,True,135.32,True,0.95,B2B Direct,1143.23,2967.69,0.05,2819.3,324.11,1.97,273.53,2.34,0.31,2025-01-24,5,1.0,2093.03
ITAD-000947,Server,1.13,27.34,Europe,1686.83,8.7,Refurbished,True,782.2,True,0.95,B2B Direct,2260.29,5884.2,0.05,5589.99,938.88,21.19,776.86,2.97,0.31,2025-02-04,7,1.0,652.26
ITAD-000948,Desktop,0.45,12.84,Asia Pacific,1170.98,9.3,Refurbished,True,358.58,True,0.95,Refurb Specialist,1245.4,2095.69,0.08,1928.03,390.62,21.83,310.2,2.7,0.68,2024-09-17,7,1.0,484.43
ITAD-000950,Monitor,0.95,4.62,Europe,499.77,7.0,Refurbished,True,139.58,True,0.844,B2B Direct,669.55,1694.76,0.05,1610.03,294.21,3.58,246.5,2.35,0.31,2025-01-24,11,1.15,1114.22
ITAD-000951,Printer,0.84,10.83,Asia Pacific,731.89,9.9,Refurbished,True,127.1,True,0.95,B2B Direct,752.09,1664.16,0.05,1580.95,302.46,18.41,238.68,1.93,0.68,2025-04-03,2,1.0,1209.29
ITAD-000952,Monitor,2.15,5.61,North America,1168.14,9.0,Good,True,167.34,False,0.95,B2B Direct,1201.17,3818.28,0.05,3627.36,223.79,0.0,190.22,2.2,0.42,2025-06-05,7,1.0,2181.78
ITAD-000953,Laptop,2.62,1.73,North America,178.81,8.1,Refurbished,True,210.6,True,0.93,B2B Direct,197.61,508.02,0.05,482.62,304.02,1.82,256.59,2.3,0.42,2024-09-26,8,1.0,141.22
ITAD-000954,Server,1.79,25.95,Europe,2846.92,8.7,Refurbished,True,792.26,True,0.95,Online Marketplace,3666.77,4620.71,0.12,4066.22,1435.09,20.11,1199.71,2.75,0.31,2024-10-04,2,1.0,483.23
ITAD-000955,Server,2.44,28.0,Asia Pacific,4964.56,8.2,Refurbished,True,525.41,True,0.939,B2B Direct,4743.09,12023.74,0.05,11422.55,1088.04,47.6,877.23,2.93,0.68,2025-05-05,12,1.08,2188.47
ITAD-000956,Desktop,1.94,14.1,Europe,655.06,6.7,Refurbished,True,130.61,True,0.817,Retail Partner,785.31,993.64,0.2,794.91,547.71,10.93,454.62,2.66,0.31,2025-03-09,8,1.0,660.75
ITAD-000957,Laptop,2.99,1.67,Europe,682.02,5.9,Fair,True,189.74,False,0.749,B2B Direct,350.78,937.72,0.05,890.84,336.25,0.0,285.81,1.15,0.31,2024-10-06,5,1.0,394.21
ITAD-000959,Printer,2.67,19.35,Europe,1298.54,6.1,Refurbished,True,100.07,True,0.767,B2B Direct,1443.69,3253.23,0.05,3090.57,346.25,15.0,279.31,2.03,0.31,2025-07-16,9,1.15,2428.23
ITAD-000963,Printer,0.71,23.42,North America,437.02,9.5,Refurbished,True,149.29,True,0.95,Refurb Specialist,641.38,1131.79,0.08,1041.25,294.05,24.59,225.35,1.65,0.42,2025-08-03,3,1.0,658.13
ITAD-000964,Server,9.56,23.58,Europe,2984.69,5.6,Refurbished,True,672.7,True,0.731,B2B Direct,2000.78,5274.91,0.05,5011.17,1413.78,18.28,1183.44,3.14,0.31,2025-01-14,9,1.15,684.14
ITAD-000965,Laptop,2.92,1.49,Latin America,1334.96,8.2,Refurbished,True,200.09,True,0.939,B2B Direct,820.97,2134.63,0.05,2027.9,395.44,1.3,334.82,2.66,0.35,2025-04-12,10,1.15,966.83
ITAD-000966,Monitor,2.87,5.16,North America,204.72,9.3,Refurbished,True,69.56,True,0.95,B2B Direct,258.2,700.91,0.05,665.87,198.49,5.42,163.29,2.02,0.42,2025-05-16,3,1.0,907.65
ITAD-000968,Printer,2.91,12.42,Asia Pacific,455.06,7.2,Refurbished,True,80.38,True,0.856,B2B Direct,380.75,891.82,0.05,847.23,216.48,21.12,162.89,1.81,0.68,2025-01-15,8,1.0,1009.56
ITAD-000969,Desktop,0.93,10.67,Europe,1096.23,9.5,Refurbished,True,241.62,True,0.95,Refurb Specialist,1446.27,2152.17,0.08,1980.0,375.14,8.27,310.6,2.04,0.31,2025-09-03,2,1.0,790.71
ITAD-000970,Desktop,4.13,9.34,Asia Pacific,747.58,5.0,Fair,True,198.37,False,0.677,B2B Direct,291.73,778.1,0.05,739.2,374.75,0.0,318.54,1.26,0.68,2025-01-28,6,1.0,292.25
ITAD-000977,Laptop,0.87,2.37,Asia Pacific,1031.63,6.6,Refurbished,True,116.28,True,0.808,B2B Direct,1030.16,2580.12,0.05,2451.11,369.83,4.04,310.32,1.97,0.68,2025-01-28,3,1.0,2118.83
ITAD-000979,Desktop,0.58,12.07,North America,737.29,10.0,Refurbished,True,225.65,True,0.95,Online Marketplace,1094.43,881.22,0.12,775.47,404.94,12.68,331.52,2.8,0.42,2025-06-07,4,1.0,290.52
ITAD-000980,Monitor,0.65,4.57,Asia Pacific,587.94,8.9,Refurbished,True,96.66,True,0.95,Refurb Specialist,621.38,1233.44,0.08,1134.77,267.59,7.76,219.68,3.29,0.68,2024-12-04,12,1.08,1176.11
ITAD-000981,Laptop,1.86,1.63,North America,564.2,8.6,Refurbished,True,212.12,True,0.95,Online Marketplace,698.47,680.54,0.12,598.87,386.5,1.71,326.81,1.97,0.42,2024-11-03,4,1.0,220.82
ITAD-000983,Printer,1.45,10.87,North America,1300.28,8.2,Refurbished,True,137.13,True,0.94,B2B Direct,1783.83,4721.53,0.05,4485.45,251.6,11.41,202.45,2.84,0.42,2025-08-05,9,1.15,3343.09
ITAD-000986,Monitor,4.82,7.12,Asia Pacific,796.57,7.0,Good,True,119.31,False,0.839,B2B Direct,459.64,1089.21,0.05,1034.75,275.72,0.0,234.36,1.47,0.68,2024-10-27,10,1.15,812.96
ITAD-000987,Laptop,0.84,2.19,Asia Pacific,1298.92,9.4,Refurbished,True,188.89,True,0.95,Online Marketplace,1301.29,1311.01,0.12,1153.69,261.15,3.71,218.26,2.42,0.68,2025-09-01,5,1.0,594.07
ITAD-000988,Laptop,2.43,1.97,Latin America,776.09,7.5,Refurbished,True,241.56,True,0.876,Online Marketplace,515.82,550.36,0.12,484.32,289.48,1.72,244.33,2.82,0.35,2025-06-30,3,1.0,127.84
ITAD-000989,Monitor,1.23,3.91,North America,668.54,9.1,Refurbished,True,154.89,True,0.95,Online Marketplace,957.52,960.47,0.12,845.22,278.46,4.11,232.58,2.12,0.42,2025-08-30,10,1.15,520.08
ITAD-000993,Desktop,0.61,11.12,North America,912.29,10.0,Refurbished,True,134.36,True,0.95,B2B Direct,1350.44,3515.22,0.05,3339.46,365.96,11.68,299.39,2.16,0.42,2025-03-28,6,1.0,2516.19
ITAD-000994,Server,0.2,22.22,North America,3291.2,8.0,Refurbished,True,335.58,True,0.917,B2B Direct,5077.84,14507.69,0.05,13782.31,1041.41,23.33,861.87,2.8,0.42,2025-07-29,7,1.0,4223.22
ITAD-000995,Server,1.53,26.82,Asia Pacific,3209.95,9.9,Refurbished,True,578.78,True,0.95,Online Marketplace,3245.05,3821.8,0.12,3363.18,1018.56,45.59,820.19,2.07,0.68,2025-07-01,5,1.0,560.32
ITAD-000996,Monitor,4.1,4.73,Asia Pacific,686.45,8.1,Refurbished,True,80.41,True,0.926,Refurb Specialist,551.24,874.56,0.08,804.6,193.65,8.05,156.56,2.54,0.68,2025-05-18,6,1.0,987.63
ITAD-000999,Monitor,0.1,3.32,Asia Pacific,514.34,8.2,Refurbished,True,63.05,True,0.939,B2B Direct,564.65,1395.68,0.05,1325.89,229.07,5.65,189.06,2.43,0.68,2025-04-05,12,1.08,2113.75
ITAD-001000,Printer,1.71,15.07,North America,698.65,9.0,Refurbished,True,200.66,True,0.95,Retail Partner,934.33,1146.97,0.2,917.58,204.49,15.83,157.99,1.93,0.42,2025-01-02,3,1.0,471.6
ITAD-001001,Monitor,10.12,5.22,Asia Pacific,916.27,5.1,Refurbished,True,126.99,True,0.685,B2B Direct,329.15,872.25,0.05,828.64,289.1,8.88,236.86,2.91,0.68,2025-01-01,8,1.0,586.86
ITAD-001002,Laptop,0.63,1.29,North America,1017.07,9.5,Refurbished,True,187.63,True,0.95,B2B Direct,1475.94,3637.76,0.05,3455.87,389.15,1.35,329.42,3.0,0.42,2025-01-26,5,1.0,1838.77
ITAD-001003,Laptop,2.79,1.95,Latin America,1836.68,5.9,Refurbished,True,103.99,True,0.752,B2B Direct,1152.84,3199.91,0.05,3039.91,366.23,1.7,309.59,2.06,0.35,2025-08-17,12,1.08,1685.61
ITAD-001005,Desktop,2.22,12.75,Europe,1057.71,8.8,Refurbished,True,308.89,True,0.95,B2B Direct,1233.27,3133.98,0.05,2977.28,484.56,9.88,402.0,3.12,0.31,2024-09-09,6,1.0,914.6
ITAD-001006,Monitor,1.79,3.45,Europe,776.45,7.9,Refurbished,True,105.65,True,0.91,Online Marketplace,978.13,923.89,0.12,813.02,210.7,2.68,176.42,2.36,0.31,2024-12-16,2,1.0,774.45
ITAD-001009,Monitor,3.57,5.85,North America,267.45,8.6,Refurbished,True,124.72,True,0.95,B2B Direct,317.85,849.82,0.05,807.33,194.74,6.14,159.38,2.99,0.42,2024-12-11,2,1.0,581.37
ITAD-001010,Server,2.67,27.4,Middle East & Africa,2484.89,6.6,Refurbished,True,432.55,True,0.809,B2B Direct,2201.16,5653.48,0.05,5370.81,1411.6,37.67,1162.18,3.08,0.55,2025-06-09,10,1.15,1207.02
ITAD-001012,Desktop,0.88,11.18,Europe,780.58,9.8,Refurbished,True,136.63,True,0.95,B2B Direct,1034.54,2471.45,0.05,2347.88,474.82,8.66,394.93,2.85,0.31,2025-08-08,8,1.0,1708.89
ITAD-001013,Tablet,0.0,0.79,Europe,487.28,10.0,Refurbished,True,25.88,True,0.95,Retail Partner,696.35,797.8,0.2,638.24,67.48,0.61,56.75,2.72,0.31,2025-03-02,10,1.15,1584.15
ITAD-001014,Server,2.05,27.92,North America,3849.75,8.5,Refurbished,True,177.93,True,0.95,Online Marketplace,5320.59,5824.43,0.12,5125.5,1020.67,29.32,838.25,3.38,0.42,2025-04-11,2,1.0,1466.72
ITAD-001015,Printer,2.51,16.46,Middle East & Africa,572.88,8.9,Refurbished,True,196.53,True,0.95,B2B Direct,471.02,1099.73,0.05,1044.74,347.86,22.64,273.05,1.84,0.55,2025-03-02,10,1.15,459.58
ITAD-001017,Printer,0.99,24.54,Asia Pacific,1482.14,7.6,Refurbished,True,136.08,True,0.887,B2B Direct,1502.31,3548.16,0.05,3370.75,302.52,41.72,215.42,3.07,0.68,2024-09-23,2,1.0,2302.12
ITAD-001018,Desktop,0.38,9.0,Asia Pacific,842.82,8.0,Refurbished,True,198.38,True,0.918,B2B Direct,902.02,2416.69,0.05,2295.85,507.82,15.3,416.35,1.7,0.68,2025-07-06,9,1.15,1118.19
ITAD-001025,Server,5.74,18.81,North America,3496.04,5.3,Refurbished,True,969.24,True,0.705,B2B Direct,3716.06,9136.23,0.05,8679.41,973.02,19.75,807.31,3.45,0.42,2025-04-09,12,1.08,842.62
ITAD-001026,Printer,0.97,5.69,Europe,479.88,9.2,Refurbished,True,98.82,True,0.95,Refurb Specialist,630.9,1103.17,0.08,1014.92,267.04,4.41,222.57,2.75,0.31,2025-06-09,11,1.15,1016.38
ITAD-001027,Laptop,0.1,2.36,Asia Pacific,689.17,9.8,Refurbished,True,119.49,True,0.95,Online Marketplace,753.09,797.74,0.12,702.01,232.06,4.02,193.23,1.92,0.68,2025-08-02,8,1.0,567.61
ITAD-001029,Printer,2.55,9.58,North America,951.07,10.0,Refurbished,True,137.68,True,0.95,B2B Direct,1168.0,3044.16,0.05,2891.95,210.68,10.06,169.02,2.51,0.42,2025-08-28,7,1.0,2111.07
ITAD-001031,Printer,1.63,10.46,Europe,352.33,10.0,Refurbished,True,158.56,True,0.95,Online Marketplace,435.56,523.2,0.12,460.41,332.15,8.11,274.22,1.6,0.31,2025-02-27,1,1.08,229.98
ITAD-001032,Monitor,0.52,5.9,Latin America,1423.55,10.0,Refurbished,True,105.8,True,0.95,Online Marketplace,1250.12,1237.95,0.12,1089.4,175.97,5.16,144.41,1.6,0.35,2025-04-15,1,1.08,795.3
ITAD-001033,Desktop,3.44,10.91,Middle East & Africa,1667.26,7.2,Refurbished,True,230.33,True,0.858,B2B Direct,1236.46,2732.59,0.05,2595.96,524.11,15.0,430.49,2.12,0.55,2025-07-27,2,1.0,1086.37
ITAD-001034,Monitor,3.38,4.43,Latin America,780.68,6.9,Good,True,141.43,False,0.833,B2B Direct,423.2,1191.91,0.05,1132.32,153.44,0.0,130.42,2.44,0.35,2025-06-17,2,1.0,742.79
ITAD-001035,Monitor,4.25,3.43,North America,837.45,6.9,Good,True,119.92,False,0.829,Online Marketplace,720.35,635.42,0.12,559.17,225.97,0.0,192.08,1.54,0.42,2025-04-05,4,1.0,429.87
ITAD-001037,Monitor,5.02,3.5,Europe,673.47,9.8,Refurbished,True,130.91,True,0.95,Retail Partner,640.59,797.55,0.2,638.04,236.27,2.71,198.12,1.56,0.31,2025-05-28,6,1.0,509.21
ITAD-001039,Monitor,3.19,7.9,Latin America,857.93,9.0,Refurbished,True,145.77,True,0.95,B2B Direct,614.49,1702.7,0.05,1617.57,236.06,6.92,193.73,2.65,0.35,2025-08-10,8,1.0,1068.05
ITAD-001041,Desktop,0.74,10.25,Europe,1230.17,10.0,Refurbished,True,245.11,True,0.95,B2B Direct,1650.53,3245.84,0.05,3083.55,487.98,7.94,406.84,3.17,0.31,2024-12-25,9,1.15,1224.23
ITAD-001043,Desktop,6.43,9.02,Latin America,942.01,8.1,Refurbished,True,75.77,True,0.93,B2B Direct,397.59,971.86,0.05,923.27,411.09,7.9,341.53,2.56,0.35,2024-11-09,5,1.0,951.25
ITAD-001044,Printer,1.49,23.63,North America,278.27,10.0,Refurbished,True,236.94,True,0.95,B2B Direct,380.06,825.31,0.05,784.04,356.14,24.81,277.91,3.44,0.42,2025-05-22,10,1.15,248.32
ITAD-001045,Server,2.12,26.22,North America,3396.81,9.0,Good,True,490.73,False,0.95,B2B Direct,3595.19,9383.89,0.05,8914.7,1286.23,0.0,1093.29,2.08,0.42,2024-10-20,12,1.08,1812.24
ITAD-001046,Laptop,2.0,1.85,Europe,769.99,7.5,Refurbished,True,165.82,True,0.88,Online Marketplace,856.65,761.28,0.12,669.93,260.54,1.43,220.03,2.47,0.31,2024-11-29,5,1.0,359.1
ITAD-001048,Printer,1.54,18.81,North America,1274.07,10.0,Refurbished,True,86.13,True,0.95,B2B Direct,1732.22,4725.02,0.05,4488.77,275.38,19.75,214.32,2.43,0.42,2024-09-05,10,1.15,3641.01
ITAD-001050,Desktop,2.19,13.39,North America,946.67,8.0,Refurbished,True,248.32,True,0.916,Online Marketplace,1207.03,1245.48,0.12,1096.03,525.04,14.06,432.23,2.85,0.42,2025-03-27,5,1.0,401.56
ITAD-001053,Server,5.87,25.86,Europe,3675.08,6.2,Refurbished,True,749.16,True,0.774,Retail Partner,3540.16,4213.59,0.2,3370.87,1369.28,20.04,1143.85,2.79,0.31,2025-03-10,4,1.0,462.44
ITAD-001055,Laptop,3.2,2.33,North America,1245.79,8.5,Refurbished,True,242.9,True,0.95,B2B Direct,1253.3,3601.19,0.05,3421.13,352.45,2.44,297.14,2.67,0.42,2024-12-13,4,1.0,1382.56
ITAD-001056,Monitor,2.5,7.44,Asia Pacific,738.93,7.8,Refurbished,True,170.01,True,0.901,B2B Direct,680.7,1634.52,0.05,1552.79,262.99,12.65,210.89,2.35,0.68,2024-12-29,9,1.15,861.44
ITAD-001057,Monitor,6.77,7.09,Latin America,989.19,5.8,Refurbished,True,120.54,True,0.745,B2B Direct,493.66,1222.26,0.05,1161.15,214.74,6.2,176.33,3.16,0.35,2025-05-06,11,1.15,913.97
ITAD-001058,Server,4.44,27.52,Europe,2116.17,7.1,Refurbished,True,476.52,True,0.844,Retail Partner,2279.58,2723.55,0.2,2178.84,1374.89,21.33,1147.33,2.9,0.31,2024-12-28,4,1.0,471.56
