asset_id;device_type;brand;model;acquisition_date;condition_score;original_price;age_months;refurb_potential;carbon_footprint_kg
AST001068;Laptop;Apple;Apple Pavilion2215;10/7/2022;7.8;1004.22;29.7;High;300
AST001069;Laptop;HP;HP Inspiron8632;23/5/2022;6.9;929.63;31.3;Medium;328.5
AST001070;Laptop;Lenovo;Lenovo Pavilion9476;6/2/2023;8.8;1035.78;22.8;High;314.8
AST001071;Laptop;Dell;Dell ThinkPad3102;24/7/2022;7.1;864.52;29.3;High;321
AST001072;Monitor;HP;HP 3981;5/10/2024;10;331.38;2.9;High;200.4
AST001073;Laptop;HP;HP 3114;23/12/2022;7.6;808.17;24.3;High;314.8
AST001074;Laptop;Lenovo;Lenovo Inspiron9238;6/8/2024;10;763.51;4.8;High;288.6
AST001075;Laptop;Other;Other 1907;22/5/2020;4.7;915.98;55.3;Medium;327.7
AST001076;Laptop;HP;HP 3034;15/1/2023;8.2;794.91;23.5;High;314.8
AST001077;Laptop;Lenovo;Lenovo Latitude3507;1/4/2022;8.4;718.25;33;High;317.1
AST001078;Server;Dell;Dell ThinkPad3697;9/8/2022;8.6;4074.29;28.7;High;1257.3
AST001079;Laptop;Acer;Acer Elite6286;13/4/2023;8;977.88;20.6;High;329.7
AST001080;Laptop;HP;HP Pavilion4694;6/7/2021;7;759.77;41.9;Medium;271.4
AST001081;Laptop;Dell;Dell ThinkPad9501;26/11/2023;10;827.08;13.2;High;293.5
AST001082;Desktop;Dell;Dell ThinkPad2292;27/6/2021;7.3;752.07;42.1;High;229.6
AST001083;Desktop;Dell;Dell ThinkPad4216;8/3/2023;8.1;671.37;21.8;High;246.3
AST001084;Laptop;Dell;Dell Pavilion5496;22/10/2022;8.5;1092.12;26.3;High;309.9
AST001085;Server;Acer;Acer Elite5961;24/2/2022;7.2;3372.94;34.2;High;1251
AST001086;Server;HP;HP Latitude9740;18/4/2024;8.9;3346.37;8.4;High;1165.6
AST001087;Laptop;Lenovo;Lenovo Pro9234;7/9/2023;8.3;852.51;15.8;High;316.9
AST001088;Server;Lenovo;Lenovo Pavilion3762;17/11/2020;7.3;2887.93;49.4;High;1218.5
AST001089;Laptop;Dell;Dell Latitude3526;2/5/2024;9.6;1054.27;8;High;318.3
AST001090;Server;HP;HP Elite6531;14/7/2023;10;4094.41;17.6;High;1107.7
AST001091;Tablet;Samsung;Samsung 1674;15/5/2020;5.5;330.73;55.6;Low;152.8
AST001092;Server;Acer;Acer 1464;21/3/2024;8.6;3607.09;9.4;High;1270.1
AST001093;Laptop;Dell;Dell Pro1744;9/6/2021;6.4;788.46;42.7;Medium;281.9
AST001094;Laptop;Other;Other Pavilion5336;12/4/2021;6.9;772.75;44.6;Medium;273.7
AST001095;Laptop;Apple;Apple Pavilion4453;17/11/2021;6.5;1189.45;37.5;Medium;317.9
AST001096;Desktop;HP;HP 7825;24/3/2023;8.9;836.59;21.3;High;262
AST001097;Desktop;Lenovo;Lenovo Latitude1496;3/5/2022;7.9;700.31;32;High;266.2
AST001098;Monitor;Lenovo;Lenovo Inspiron9938;24/8/2020;7.4;316.83;52.2;High;215.1
AST001099;Desktop;Samsung;Samsung ThinkPad5949;14/12/2020;6.8;683.62;48.6;Medium;226
AST001100;Desktop;HP;HP Inspiron5012;19/10/2021;6.1;670.89;38.4;Medium;237
AST001101;Monitor;Lenovo;Lenovo 7653;3/12/2023;9.4;377.63;12.9;High;194.3
AST001102;Laptop;HP;HP ThinkPad8430;17/7/2022;8.2;913.83;29.5;High;296.4
AST001103;Laptop;Apple;Apple Pro1981;19/4/2021;6.3;904.99;44.4;Medium;296.4
AST001104;Desktop;ASUS;ASUS Elite8202;2/6/2024;10;654.18;7;High;245.6
AST001105;Laptop;Lenovo;Lenovo Inspiron8933;6/7/2022;8;687.04;29.9;High;273.8
AST001106;Laptop;Lenovo;Lenovo Inspiron4342;23/7/2020;4.5;744.16;53.3;Medium;278.6
AST001107;Server;Lenovo;Lenovo ThinkPad3353;13/3/2020;8.4;2899.91;57.6;High;1235.6
AST001108;Laptop;Lenovo;Lenovo ThinkPad6231;1/7/2020;4.6;724.42;54;Medium;270.7
AST001109;Desktop;Lenovo;Lenovo Pavilion6658;20/12/2022;7.3;597.8;24.4;High;256.4
AST001110;Server;Lenovo;Lenovo Inspiron3142;15/9/2024;7.5;3593.93;3.5;High;1131.5
AST001111;Desktop;Lenovo;Lenovo 7070;3/8/2023;10;754.28;17;High;249.8
AST001112;Laptop;Apple;Apple Latitude2739;12/4/2022;7.5;1248.88;32.7;High;307.4
AST001113;Server;Dell;Dell ThinkPad4960;27/8/2022;7.6;3433.87;28.2;High;1172.6
AST001114;Smartphone;HP;HP Inspiron3007;21/2/2020;3.1;503.26;58.3;Low;74.6
AST001115;Laptop;Dell;Dell ThinkPad8366;25/9/2020;4.5;792.5;51.2;Medium;280.4
AST001116;Tablet;ASUS;ASUS Elite3308;25/4/2021;5.5;398.43;44.2;Medium;157.1
AST001117;Laptop;Acer;Acer Pro1829;11/4/2021;6.8;701.12;44.7;Medium;293.9
AST001118;Laptop;HP;HP ThinkPad7293;12/4/2022;7.9;945.95;32.7;High;312.3
AST001119;Laptop;Dell;Dell 7850;10/4/2023;7.7;830.11;20.7;High;296.2
AST001120;Desktop;Dell;Dell Elite3616;3/2/2021;7.9;725.53;46.9;High;269.8
AST001121;Laptop;Dell;Dell 6364;16/8/2022;7.6;926.68;28.5;High;279.5
AST001122;Server;Lenovo;Lenovo Latitude6123;22/5/2020;6.5;3223.98;55.3;Medium;1281.9
AST001123;Desktop;Apple;Apple Elite3610;13/1/2020;5.3;635.39;59.6;Medium;256
AST001124;Laptop;Dell;Dell Inspiron9433;16/9/2021;6.9;849.21;39.5;Medium;275
AST001125;Smartphone;Dell;Dell Inspiron9171;10/2/2024;6.8;624.44;10.7;Medium;85.5
AST001126;Desktop;Dell;Dell ThinkPad9148;18/8/2020;5.2;777.1;52.4;Medium;227.1
AST001127;Desktop;Lenovo;Lenovo Pro2475;20/11/2020;7.2;482.01;49.3;High;229.1
AST001128;Laptop;Dell;Dell Inspiron9281;21/7/2024;7.8;812.65;5.4;High;301.5
AST001129;Desktop;Dell;Dell Inspiron4944;8/11/2022;10;701.21;25.8;High;265.9
AST001130;Monitor;Lenovo;Lenovo Elite6781;8/1/2023;10;335.57;23.8;High;206
AST001131;Laptop;Samsung;Samsung Pro1828;5/3/2023;8.3;751.25;21.9;High;317.6
AST001132;Tablet;Dell;Dell ThinkPad9108;25/10/2024;10;400.98;2.2;High;144.6
AST001133;Monitor;Apple;Apple Latitude8710;15/9/2023;8;407.33;15.5;High;187
AST001134;Monitor;HP;HP ThinkPad9793;8/7/2022;8.2;360.8;29.8;High;183
AST001135;Tablet;HP;HP Pro2761;20/11/2023;9;550.94;13.4;High;155.6
AST001136;Laptop;Dell;Dell Inspiron3194;24/6/2021;4.3;1041.44;42.2;Medium;282.9
AST001137;Laptop;Lenovo;Lenovo ThinkPad6992;17/7/2023;8;998.3;17.5;High;320.4
AST001138;Server;Lenovo;Lenovo 7606;14/9/2020;7.5;2597.02;51.5;High;1109.6
AST001139;Smartphone;HP;HP ThinkPad1741;6/4/2021;5.6;473.14;44.8;Medium;86.3
AST001140;Laptop;HP;HP Inspiron1838;3/6/2022;8.6;863.54;30.9;High;318.6
AST001141;Laptop;Dell;Dell Latitude4189;26/10/2024;8.2;1113.37;2.2;High;270.3
AST001142;Desktop;HP;HP ThinkPad5728;5/5/2023;9.2;637.17;19.9;High;242
AST001143;Server;Dell;Dell Pro7329;21/8/2023;10;3729.25;16.4;High;1256.7
AST001144;Desktop;Dell;Dell Latitude8378;1/2/2022;8.4;669.93;35;High;238.3
AST001145;Laptop;Apple;Apple 5582;8/8/2023;9.8;1201.02;16.8;High;308.2
AST001146;Desktop;Dell;Dell 2946;12/8/2022;7.3;752.28;28.6;High;250.6
AST001147;Desktop;Lenovo;Lenovo Elite2584;28/8/2022;8.3;550.87;28.1;High;273.9
AST001148;Laptop;Samsung;Samsung Inspiron7114;17/11/2022;6;826.31;25.5;Medium;307.8
AST001149;Laptop;HP;HP 6555;23/7/2022;9.6;1087.44;29.3;High;275.4
AST001150;Server;Lenovo;Lenovo Latitude6990;10/7/2021;7.1;2808.88;41.7;High;1289.2
AST001151;Desktop;HP;HP 3363;4/7/2022;7.5;594.68;29.9;High;227.1
AST001152;Laptop;Dell;Dell Elite9341;10/7/2020;6.7;957.28;53.7;Medium;276.4
AST001153;Monitor;Apple;Apple Inspiron9193;8/4/2020;5.5;377.06;56.8;Medium;206.6
AST001154;Desktop;Lenovo;Lenovo Pro1742;8/6/2024;7.8;757.78;6.8;High;252.4
AST001155;Laptop;HP;HP Pro3245;18/7/2024;9.7;905.03;5.5;High;304.9
AST001156;Tablet;Acer;Acer Pavilion6456;8/9/2023;8.5;429.78;15.8;High;142.6
AST001157;Desktop;Dell;Dell 8761;27/3/2024;8.4;786.54;9.2;High;266.8
AST001158;Server;Lenovo;Lenovo Latitude8487;13/1/2024;9.4;3142.23;11.6;High;1192.8
AST001159;Laptop;Apple;Apple Elite9446;13/5/2020;5.7;849.21;55.6;Medium;292.7
AST001160;Laptop;Dell;Dell Elite6373;21/8/2024;10;1132.3;4.3;High;287.3
AST001161;Laptop;Samsung;Samsung Latitude6218;28/6/2022;7;994.04;30.1;Medium;318
AST001162;Desktop;Lenovo;Lenovo Elite7438;12/4/2023;7.5;664.47;20.7;High;248.1
AST001163;Laptop;Lenovo;Lenovo Latitude5902;8/8/2024;8;859.35;4.8;High;295.7
AST001164;Monitor;Other;Other Latitude6511;16/11/2023;9.7;340.22;13.5;High;208.4
AST001165;Tablet;Dell;Dell Latitude9351;20/9/2022;7.5;521.61;27.4;High;149.3
AST001166;Server;HP;HP Latitude9025;10/11/2022;7.1;4143.93;25.7;High;1202.8
AST001167;Server;HP;HP Pavilion5911;2/5/2022;10;3494.02;32;High;1112.3
AST001168;Desktop;Dell;Dell Inspiron1272;5/3/2024;10;685.46;9.9;High;237
AST001169;Desktop;Dell;Dell ThinkPad6427;17/11/2021;7.2;617.52;37.5;High;239.3
AST001170;Laptop;ASUS;ASUS Pavilion2795;5/1/2020;5.3;832.44;59.9;Medium;302.8
AST001171;Desktop;Samsung;Samsung Inspiron6040;9/1/2020;5.1;642.27;59.7;Medium;260.1
AST001172;Server;Apple;Apple 1436;25/1/2024;9.2;4947.65;11.2;High;1192.8
AST001173;Desktop;Acer;Acer Latitude8775;24/6/2021;7.9;728.16;42.2;High;247.1
AST001174;Desktop;Lenovo;Lenovo ThinkPad4728;18/11/2020;8.5;648.2;49.4;High;271.3
AST001175;Laptop;Dell;Dell Pavilion1841;3/7/2023;9.8;889.43;18;High;297.1
AST001176;Laptop;Acer;Acer Latitude8871;4/8/2022;9.3;858.89;28.9;High;286
AST001177;Monitor;Samsung;Samsung Elite9589;12/6/2024;9.1;282.04;6.6;High;210.3
AST001178;Laptop;Dell;Dell Pavilion7229;20/9/2021;6.4;761.57;39.4;Medium;299.8
AST001179;Server;HP;HP Elite4968;22/8/2023;8.7;3522.15;16.3;High;1125.3
AST001180;Laptop;Lenovo;Lenovo Pro2800;23/10/2022;7.3;762.7;26.3;High;288.2
AST001181;Server;HP;HP Elite1310;25/4/2021;6.7;3769.16;44.2;Medium;1184.3
AST001182;Laptop;Dell;Dell Inspiron6139;16/9/2023;7.8;874.84;15.5;High;278.8
AST001183;Laptop;HP;HP Inspiron3481;23/7/2023;8.6;873.97;17.3;High;329.8
AST001184;Monitor;Lenovo;Lenovo Inspiron4340;16/10/2023;9.4;372.3;14.5;High;209.3
AST001185;Desktop;Acer;Acer Inspiron9221;13/6/2021;7.1;636.21;42.6;High;247.2
AST001186;Server;Lenovo;Lenovo 8726;12/1/2022;8.5;2669.29;35.6;High;1143.6
AST001187;Desktop;Acer;Acer 2020;26/7/2023;9.9;627.12;17.2;High;238.4
AST001188;Laptop;Apple;Apple Pavilion3262;24/7/2024;9.5;978.4;5.3;High;318.3
AST001189;Laptop;Lenovo;Lenovo Latitude4397;22/9/2021;7;811.59;39.3;High;274.5
AST001190;Tablet;Acer;Acer Latitude6325;15/3/2024;8.9;483.07;9.6;High;158
AST001191;Desktop;Apple;Apple Pavilion8837;28/6/2021;9.2;816.74;42.1;High;267.2
AST001192;Server;Dell;Dell Latitude7173;1/12/2023;8.8;3344.72;13;High;1175.1
AST001193;Desktop;Lenovo;Lenovo ThinkPad3837;26/4/2023;8.3;746.7;20.2;High;259.3
AST001194;Desktop;Acer;Acer Inspiron9734;28/6/2021;7.5;511.55;42.1;High;265.1
AST001195;Monitor;Dell;Dell ThinkPad9950;7/8/2022;9.4;337.13;28.8;High;215.1
AST001196;Laptop;Dell;Dell ThinkPad5331;1/5/2022;6.3;975.57;32;Medium;272.8
AST001197;Monitor;Acer;Acer Latitude8932;21/8/2021;8.9;293.92;40.3;High;180.3
AST001198;Laptop;HP;HP Elite5038;10/6/2020;4.5;767.49;54.7;Medium;320.5
AST001199;Laptop;HP;HP ThinkPad5890;17/1/2020;3.6;882.96;59.5;Low;279.4
AST001200;Server;Apple;Apple Elite5876;13/2/2022;8.2;4296.35;34.6;High;1143.5
AST001201;Desktop;Lenovo;Lenovo 5735;17/11/2022;7.6;578.33;25.5;High;271.2
AST001202;Laptop;Apple;Apple Pavilion4396;22/12/2021;7.1;1167.85;36.3;High;283.8
AST001203;Laptop;Apple;Apple Pavilion9011;14/3/2020;5.2;1066.06;57.6;Medium;278.1
AST001204;Laptop;Acer;Acer ThinkPad8861;16/11/2021;6.7;721.47;37.5;Medium;321.6
AST001205;Laptop;HP;HP ThinkPad5480;18/10/2023;8.7;1079.36;14.5;High;327.3
AST001206;Tablet;ASUS;ASUS ThinkPad2996;22/7/2022;8.5;462.18;29.3;High;138.6
AST001207;Laptop;HP;HP Latitude9899;7/7/2023;8.2;808.01;17.8;High;276.7
AST001208;Laptop;Lenovo;Lenovo Inspiron7464;23/10/2024;10;746.31;2.3;High;270.2
AST001209;Desktop;Lenovo;Lenovo 6654;15/8/2021;6.2;654.36;40.5;Medium;248.2
AST001210;Desktop;HP;HP 3399;5/12/2021;7;569.69;36.9;High;272.5
AST001211;Smartphone;Lenovo;Lenovo ThinkPad1689;14/12/2021;3.6;445.02;36.6;Low;80.7
AST001212;Desktop;Dell;Dell ThinkPad2294;11/8/2023;9.7;645.44;16.7;High;257.1
AST001213;Laptop;Dell;Dell ThinkPad8247;15/4/2022;7.5;774.13;32.6;High;297.6
AST001214;Monitor;Dell;Dell Pavilion5201;23/12/2024;10;438.19;0.3;High;186.2
AST001215;Laptop;Dell;Dell Pavilion8849;14/1/2023;6.8;900.09;23.6;Medium;290.9
AST001216;Desktop;HP;HP Elite4310;22/2/2020;6.5;647.04;58.3;Medium;266.3
AST001217;Laptop;Apple;Apple 9824;2/5/2021;7.1;974.85;44;High;300.4
AST001218;Server;ASUS;ASUS ThinkPad5450;12/10/2022;7.2;3223.28;26.6;High;1171
AST001219;Laptop;Lenovo;Lenovo Elite2789;27/11/2022;8.7;731.27;25.1;High;282.4
AST001220;Server;HP;HP Latitude4920;10/8/2021;7.4;2932.18;40.7;High;1308.7
AST001221;Desktop;HP;HP Elite1831;26/1/2021;6.3;654.39;47.1;Medium;242.8
AST001222;Server;Lenovo;Lenovo Pavilion9700;17/3/2023;9.3;3541.88;21.5;High;1116.8
AST001223;Tablet;Dell;Dell Elite4814;12/1/2021;5.9;510.09;47.6;Medium;149.8
AST001224;Laptop;Apple;Apple Pro2641;28/8/2021;7.3;1049.55;40.1;High;328.3
AST001225;Monitor;Apple;Apple Inspiron6411;24/5/2021;7.7;332.85;43.3;High;195.6
AST001226;Server;HP;HP Pavilion8739;22/5/2022;6.9;3125.17;31.3;Medium;1318.7
AST001227;Tablet;Acer;Acer Pro3252;13/8/2021;4.6;483.91;40.6;Medium;135.6
AST001228;Desktop;Dell;Dell Pro3587;10/6/2022;7.3;585.84;30.7;High;250.4
AST001229;Laptop;HP;HP Inspiron8793;21/10/2024;10;1164.74;2.3;High;298.7
AST001230;Server;Samsung;Samsung Inspiron4267;7/6/2024;10;3550.41;6.8;High;1276.1
AST001231;Desktop;HP;HP 5706;22/4/2020;7.8;631.67;56.3;High;253.9
AST001232;Desktop;Apple;Apple ThinkPad5676;4/8/2022;6.3;853.25;28.9;Medium;272.4
AST001233;Laptop;Lenovo;Lenovo Pavilion1969;17/5/2022;5;765.39;31.5;Medium;270.6
AST001234;Laptop;Dell;Dell 2465;14/8/2021;5.6;879.9;40.6;Medium;303.1
AST001235;Laptop;Apple;Apple Pavilion4804;1/7/2023;8.5;1211.54;18;High;324.7
AST001236;Desktop;Other;Other Latitude1611;24/12/2024;8.6;686.76;0.2;High;234.4
AST001237;Monitor;HP;HP Elite7846;5/4/2022;8.6;390.8;32.9;High;185.3
AST001238;Desktop;Acer;Acer 3880;28/4/2021;6.4;697.36;44.1;Medium;235.2
AST001239;Laptop;Dell;Dell Pro7504;12/3/2023;9.1;931.79;21.7;High;313.6
AST001240;Desktop;Lenovo;Lenovo 9116;6/6/2023;8.3;531.83;18.9;High;267.6
AST001241;Server;HP;HP Elite5742;13/8/2023;7.7;3999.25;16.6;High;1218
AST001242;Smartphone;Dell;Dell Pro1151;9/2/2020;3.4;566.61;58.7;Low;86.8
AST001243;Laptop;Other;Other ThinkPad2758;11/12/2024;9.1;887.7;0.7;High;319.4
AST001244;Laptop;Dell;Dell ThinkPad5662;18/8/2022;8.5;946.8;28.4;High;329.7
AST001245;Laptop;Lenovo;Lenovo Inspiron9901;26/5/2022;6.8;710.81;31.2;Medium;309.5
AST001246;Desktop;Dell;Dell Latitude9092;20/1/2020;5.9;664.59;59.4;Medium;225.7
AST001247;Laptop;Lenovo;Lenovo Elite9261;25/7/2024;8.7;801.71;5.2;High;316.6
AST001248;Tablet;HP;HP Inspiron5470;3/5/2022;6.1;510.95;32;Medium;153.8
AST001249;Smartphone;Lenovo;Lenovo Elite2845;8/2/2023;6.7;627.36;22.7;Medium;84.2
AST001250;Laptop;Lenovo;Lenovo ThinkPad3662;10/4/2023;7.8;998.57;20.7;High;298.5
AST001251;Smartphone;Other;Other Pavilion8518;25/11/2022;7.3;510.78;25.2;High;86.3
AST001252;Laptop;Other;Other Pavilion5215;1/2/2020;6.3;892.56;59;Medium;291.5
AST001253;Laptop;Other;Other Pavilion4050;10/9/2022;7.1;816.39;27.7;High;320.9
AST001254;Laptop;Lenovo;Lenovo Pro6523;22/7/2023;8.9;881.61;17.3;High;314.2
AST001255;Monitor;Samsung;Samsung 5833;13/10/2022;8.4;301.02;26.6;High;202.4
AST001256;Server;Other;Other Latitude4164;5/9/2023;8;2874.31;15.9;High;1298.6
AST001257;Laptop;HP;HP Elite7643;22/7/2021;5.8;746.21;41.3;Medium;292.3
AST001258;Server;Lenovo;Lenovo 8007;22/6/2022;8.5;3734.78;30.3;High;1093.2
AST001259;Server;ASUS;ASUS Latitude6372;23/10/2021;7.2;3696.3;38.3;High;1272.4
AST001260;Server;Acer;Acer Pro7567;26/12/2022;8.1;3600.93;24.2;High;1090
AST001261;Laptop;HP;HP Pavilion2562;25/3/2022;7.5;1085.88;33.2;High;307.8
AST001262;Desktop;HP;HP Elite3303;8/1/2020;5.9;688.09;59.8;Medium;247.6
AST001263;Tablet;Dell;Dell Inspiron6301;18/4/2020;4.1;355.6;56.4;Low;150.7
AST001264;Desktop;Dell;Dell Elite1111;1/7/2023;6.9;815.87;18;Medium;269.7
AST001265;Monitor;Dell;Dell ThinkPad7284;23/4/2020;7.3;353.38;56.3;High;215
AST001266;Server;Samsung;Samsung Elite8319;20/1/2020;5.7;2494.68;59.4;Medium;1101.9
AST001267;Desktop;Dell;Dell 5374;25/11/2022;10;668.01;25.2;High;237.6
AST001268;Laptop;HP;HP ThinkPad5947;5/9/2023;8.8;1071.13;15.9;High;328.7
AST001269;Server;Apple;Apple Latitude1187;28/10/2020;8.9;3291.02;50.1;High;1259.9
AST001270;Laptop;Dell;Dell ThinkPad6890;7/12/2024;10;1084.2;0.8;High;320.6
AST001271;Desktop;HP;HP Pavilion4871;19/6/2023;9.9;665.3;18.4;High;270.5
AST001272;Monitor;Lenovo;Lenovo Pro2936;14/5/2021;6.3;257.04;43.6;Medium;203.3
AST001273;Tablet;Lenovo;Lenovo Inspiron6026;14/11/2023;7.2;413.96;13.6;High;145
AST001274;Laptop;Lenovo;Lenovo Elite7642;9/6/2024;9;1053.46;6.7;High;292.1
AST001275;Laptop;Apple;Apple Pavilion9233;14/8/2022;7.7;888.13;28.6;High;270.4
AST001276;Laptop;Dell;Dell Pavilion6095;8/4/2021;4.2;1064.6;44.8;Medium;305.5
AST001277;Laptop;Dell;Dell Pavilion2923;12/8/2021;7.9;727.06;40.6;High;329.1
AST001278;Monitor;ASUS;ASUS Pavilion5833;11/8/2021;9.2;285.66;40.7;High;210.8
AST001279;Monitor;Lenovo;Lenovo ThinkPad4618;14/12/2020;9.2;314.32;48.6;High;189.3
AST001280;Laptop;Apple;Apple Elite3188;20/12/2023;9.3;1224.08;12.4;High;297.9
AST001281;Desktop;Dell;Dell Inspiron3509;22/5/2021;5.1;614.04;43.3;Medium;226.9
AST001282;Desktop;Dell;Dell Inspiron7121;22/3/2023;8.9;827.99;21.4;High;262.1
AST001283;Monitor;Acer;Acer Inspiron9998;6/12/2021;7.4;301.85;36.8;High;182.3
AST001284;Tablet;Lenovo;Lenovo Inspiron9806;15/7/2023;7.4;482.55;17.6;High;147.5
AST001285;Laptop;Lenovo;Lenovo 4578;16/2/2020;4.6;759.04;58.5;Medium;320.8
AST001286;Monitor;HP;HP 5054;17/7/2023;8.7;326.43;17.5;High;201.3
AST001287;Desktop;Lenovo;Lenovo Pavilion2341;20/6/2021;6.4;620.94;42.4;Medium;241
AST001288;Laptop;HP;HP Latitude8319;27/1/2023;7.2;1007.17;23.1;High;285.2
AST001289;Server;Apple;Apple Latitude6927;28/11/2024;10;3621.89;1.1;High;1277.1
AST001290;Desktop;Acer;Acer Pro2838;7/8/2023;9.5;575.72;16.8;High;230.4
AST001291;Desktop;Dell;Dell Pro9972;24/6/2023;9.7;734.77;18.3;High;226.6
AST001292;Desktop;Samsung;Samsung Latitude4312;14/6/2023;10;757.1;18.6;High;269.4
AST001293;Monitor;Acer;Acer Latitude9792;21/6/2021;7.9;345.53;42.3;High;196.7
AST001294;Laptop;Dell;Dell Elite3695;20/11/2023;8.8;1078.32;13.4;High;319.7
AST001295;Desktop;Lenovo;Lenovo ThinkPad9525;15/1/2023;8.4;642.92;23.5;High;250.9
AST001296;Laptop;Lenovo;Lenovo Inspiron2904;21/4/2021;4.1;837.89;44.3;Medium;311.4
AST001297;Desktop;HP;HP Pavilion4365;10/6/2022;6.4;738.79;30.7;Medium;249.7
AST001298;Monitor;ASUS;ASUS Pavilion9008;18/3/2020;5.9;242.6;57.5;Medium;200.8
AST001299;Server;Dell;Dell Pro9361;21/6/2023;8.3;3214.56;18.4;High;1205.1
AST001300;Laptop;HP;HP Inspiron1911;9/5/2021;7;987.21;43.8;Medium;308.7
AST001301;Server;Lenovo;Lenovo Inspiron3161;15/7/2024;9.9;3906.14;5.6;High;1268.2
AST001302;Desktop;HP;HP Latitude7806;23/7/2020;5.5;602.7;53.3;Medium;236.9
AST001303;Monitor;ASUS;ASUS Inspiron1945;17/8/2022;8;287.69;28.5;High;200.5
AST001304;Laptop;ASUS;ASUS Latitude8575;13/6/2023;9;726.85;18.6;High;290.8
AST001305;Desktop;Dell;Dell Pavilion6049;12/5/2021;8.3;682.5;43.7;High;231.5
AST001306;Server;Dell;Dell Pavilion1356;21/10/2024;9;3330.7;2.3;High;1089.7
AST001307;Desktop;Samsung;Samsung Inspiron5169;22/1/2022;7.1;577.76;35.3;High;240.2
AST001308;Desktop;Apple;Apple 1049;12/11/2020;6.1;770.98;49.6;Medium;244.9
AST001309;Laptop;HP;HP Pavilion4570;5/6/2022;7.4;761.62;30.9;High;305.1
AST001310;Laptop;Lenovo;Lenovo Latitude2196;26/10/2022;9.6;805.51;26.2;High;325.5
AST001311;Monitor;Dell;Dell Pro7941;23/2/2022;8.5;288.14;34.2;High;206.3
AST001312;Monitor;Lenovo;Lenovo ThinkPad2044;23/5/2023;9.4;375.93;19.3;High;194.4
AST001313;Laptop;Acer;Acer Latitude1987;3/11/2023;8.2;946.46;13.9;High;270.2
AST001314;Laptop;Dell;Dell Pro8734;18/8/2022;7.4;851.18;28.4;High;327.2
AST001315;Laptop;Apple;Apple Pro5703;12/7/2022;8.9;993.83;29.7;High;295.3
AST001316;Server;Other;Other Inspiron3948;25/1/2023;8.4;3258.68;23.2;High;1289.4
AST001317;Server;Lenovo;Lenovo 3218;15/2/2023;8;3583.27;22.5;High;1312.4
AST001318;Desktop;Acer;Acer 7887;14/12/2024;8.4;786.89;0.6;High;251
AST001319;Desktop;Lenovo;Lenovo ThinkPad7266;8/8/2020;4.5;629.43;52.8;Medium;257.6
AST001320;Server;Dell;Dell Inspiron7184;19/9/2022;8.2;4138.36;27.4;High;1288.2
AST001321;Laptop;HP;HP Inspiron2314;6/10/2022;7.5;1108.39;26.8;High;303.3
AST001322;Laptop;Dell;Dell Pavilion9835;2/7/2023;8.7;964.21;18;High;318.8
AST001323;Server;Acer;Acer Elite6697;9/8/2021;7.5;2854.59;40.7;High;1216.6
AST001324;Laptop;Lenovo;Lenovo Pro3924;12/10/2022;8;695.77;26.6;High;314.7
AST001325;Desktop;Lenovo;Lenovo Latitude7439;1/7/2022;8.1;610.41;30;High;257.3
AST001326;Laptop;Acer;Acer Latitude3086;8/7/2020;5.9;689.27;53.8;Medium;317.6
AST001327;Server;Dell;Dell Pavilion4648;4/5/2024;7.4;3189.31;7.9;High;1234.3
AST001328;Desktop;HP;HP 1056;21/6/2023;9.7;800.24;18.4;High;267
AST001329;Laptop;Acer;Acer 1372;4/2/2023;9.3;833.16;22.9;High;296
AST001330;Laptop;Acer;Acer ThinkPad8585;6/11/2023;9.7;1036.93;13.8;High;286
AST001331;Server;HP;HP Pavilion9920;25/8/2022;9.1;3256.29;28.2;High;1149.5
AST001332;Laptop;Dell;Dell Inspiron9715;13/7/2021;6.2;892.25;41.6;Medium;271.2
AST001333;Laptop;Lenovo;Lenovo Inspiron4762;8/8/2024;10;904.62;4.8;High;304.3
AST001334;Monitor;Acer;Acer Elite8546;27/3/2023;8.4;380.67;21.2;High;193.1
AST001335;Desktop;Samsung;Samsung ThinkPad3541;7/9/2023;8.2;536.14;15.8;High;267.4
AST001336;Laptop;Samsung;Samsung ThinkPad4088;10/8/2021;7.4;667.63;40.7;High;317.8
AST001337;Desktop;Apple;Apple Pavilion2848;2/5/2022;6.2;673.04;32;Medium;226.9
AST001338;Laptop;Apple;Apple Pro7868;24/5/2023;9.1;1233;19.3;High;322.9
AST001339;Desktop;Dell;Dell Latitude1256;17/4/2023;8;761.69;20.5;High;249.7
AST001340;Desktop;Lenovo;Lenovo Elite4376;8/9/2023;7;679.93;15.8;High;274.6
AST001341;Laptop;Dell;Dell Pro2653;12/10/2024;10;805.48;2.6;High;304.4
AST001342;Monitor;HP;HP Latitude1550;21/5/2023;9.5;335.33;19.4;High;183.6
AST001343;Desktop;Lenovo;Lenovo Inspiron1797;20/2/2023;8;607.09;22.3;High;257.9
AST001344;Desktop;Lenovo;Lenovo Elite1724;14/4/2022;6.9;611.04;32.6;Medium;253.8
AST001345;Desktop;Apple;Apple Inspiron8191;2/7/2020;6.5;728.37;54;Medium;225.4
AST001346;Laptop;Samsung;Samsung Elite9843;20/7/2024;9.2;1021.55;5.4;High;296
AST001347;Tablet;Lenovo;Lenovo Elite1924;6/8/2023;7.5;396.16;16.9;High;148.5
